[0,15,-2.0]	1
[0,15,-4.0]	2
[0,15,0.0]	8
[0,15,1.0]	3
[0,15,2.0]	1
[0,15,3.0]	1
[0,150,-1.0]	1
[0,150,0.0]	9
[0,150,1.0]	2
[0,151,-1.0]	3
[0,151,0.0]	10
[0,151,1.0]	4
[0,151,4.0]	2
[0,152,-1.0]	3
[0,152,-2.0]	2
[0,152,-3.0]	1
[0,152,0.0]	12
[0,152,1.0]	4
[0,153,-1.0]	3
[0,153,-2.0]	2
[0,153,0.0]	8
[0,153,1.0]	4
[0,154,-1.0]	5
[0,154,-2.0]	1
[0,154,0.0]	7
[0,154,1.0]	3
[0,155,-1.0]	3
[0,155,-2.0]	1
[0,155,-4.0]	1
[0,155,0.0]	8
[0,155,1.0]	1
[0,156,-1.0]	1
[0,156,-2.0]	2
[0,156,0.0]	10
[0,156,1.0]	4
[0,156,4.0]	1
[0,157,-1.0]	1
[0,157,-2.0]	2
[0,157,-3.0]	1
[0,157,-4.0]	2
[0,157,0.0]	10
[0,157,1.0]	2
[0,158,-2.0]	1
[0,158,0.0]	5
[0,158,1.0]	2
[0,159,-1.0]	4
[0,159,-2.0]	1
[0,159,-3.0]	1
[0,159,0.0]	11
[0,159,1.0]	1
[0,16,-1.0]	3
[0,16,-2.0]	1
[0,16,-4.0]	1
[0,16,0.0]	7
[0,16,1.0]	1
[0,160,-1.0]	2
[0,160,-2.0]	1
[0,160,-3.0]	1
[0,160,0.0]	8
[0,160,1.0]	1
[0,161,-1.0]	5
[0,161,-3.0]	1
[0,161,-4.0]	1
[0,161,0.0]	10
[0,161,1.0]	3
[0,162,-1.0]	1
[0,162,-2.0]	1
[0,162,0.0]	16
[0,162,1.0]	3
[0,162,2.0]	1
[0,163,-1.0]	2
[0,163,0.0]	8
[0,163,1.0]	1
[0,163,4.0]	1
[0,164,-1.0]	4
[0,164,-2.0]	1
[0,164,-4.0]	2
[0,164,0.0]	8
[0,164,1.0]	1
[0,165,-1.0]	5
[0,165,-3.0]	1
[0,165,-4.0]	1
[0,165,0.0]	8
[0,165,1.0]	3
[0,166,-1.0]	6
[0,166,-2.0]	4
[0,166,-3.0]	1
[0,166,-4.0]	1
[0,166,0.0]	10
[0,166,1.0]	2
[0,166,3.0]	1
[0,167,-1.0]	5
[0,167,-4.0]	1
[0,167,0.0]	7
[0,167,1.0]	3
[0,168,-1.0]	1
[0,168,-4.0]	1
[0,168,0.0]	7
[0,168,1.0]	2
[0,168,2.0]	1
[0,169,-1.0]	2
[0,169,-2.0]	2
[0,169,0.0]	10
[0,169,1.0]	2
[0,169,2.0]	2
[0,17,-1.0]	5
[0,17,0.0]	10
[0,17,1.0]	6
[0,17,2.0]	1
[0,17,4.0]	1
[0,170,-2.0]	2
[0,170,-3.0]	1
[0,170,0.0]	13
[0,170,1.0]	2
[0,170,2.0]	1
[0,170,3.0]	1
[0,171,-1.0]	4
[0,171,-2.0]	2
[0,171,0.0]	7
[0,171,1.0]	5
[0,171,2.0]	1
[0,172,-1.0]	1
[0,172,-4.0]	1
[0,172,0.0]	9
[0,172,1.0]	3
[0,172,2.0]	1
[0,173,-1.0]	1
[0,173,-2.0]	1
[0,173,0.0]	10
[0,173,1.0]	3
[0,173,3.0]	1
[0,173,4.0]	1
[0,174,-1.0]	1
[0,174,0.0]	7
[0,174,1.0]	1
[0,175,-1.0]	5
[0,175,0.0]	13
[0,175,1.0]	3
[0,176,-1.0]	3
[0,176,-2.0]	2
[0,176,0.0]	12
[0,176,1.0]	3
[0,176,2.0]	1
[0,177,-1.0]	2
[0,177,0.0]	7
[0,177,1.0]	3
[0,177,2.0]	1
[0,178,-1.0]	1
[0,178,-3.0]	1
[0,178,0.0]	10
[0,178,1.0]	2
[0,178,2.0]	1
[0,178,4.0]	1
[0,179,-1.0]	2
[0,179,0.0]	7
[0,179,1.0]	3
[0,179,2.0]	1
[0,179,4.0]	1
[0,18,-1.0]	7
[0,18,-2.0]	1
[0,18,-3.0]	2
[0,18,0.0]	10
[0,18,1.0]	4
[0,18,2.0]	2
[0,180,-1.0]	4
[0,180,0.0]	5
[0,180,1.0]	4
[0,181,-1.0]	3
[0,181,-2.0]	2
[0,181,0.0]	3
[0,181,1.0]	4
[0,181,2.0]	1
[0,182,-1.0]	2
[0,182,-3.0]	1
[0,182,-4.0]	1
[0,182,0.0]	6
[0,182,1.0]	4
[0,182,2.0]	2
[0,183,-1.0]	2
[0,183,0.0]	9
[0,183,1.0]	1
[0,184,-1.0]	3
[0,184,-2.0]	3
[0,184,0.0]	8
[0,184,1.0]	2
[0,185,-1.0]	4
[0,185,-2.0]	2
[0,185,0.0]	5
[0,185,1.0]	4
[0,185,2.0]	4
[0,186,-1.0]	2
[0,186,-3.0]	2
[0,186,0.0]	10
[0,186,1.0]	1
[0,186,2.0]	2
[0,186,3.0]	1
[0,187,-1.0]	1
[0,187,-2.0]	1
[0,187,0.0]	7
[0,188,-1.0]	6
[0,188,-2.0]	1
[0,188,0.0]	10
[0,188,1.0]	2
[0,188,3.0]	1
[0,189,-1.0]	4
[0,189,-3.0]	1
[0,189,0.0]	9
[0,189,1.0]	2
[0,189,2.0]	1
[0,189,3.0]	1
[0,19,-2.0]	1
[0,19,0.0]	10
[0,19,1.0]	3
[0,19,2.0]	1
[0,190,-1.0]	5
[0,190,0.0]	4
[0,190,1.0]	2
[0,190,2.0]	1
[0,191,-1.0]	4
[0,191,0.0]	8
[0,191,1.0]	2
[0,191,2.0]	1
[0,191,3.0]	1
[0,192,-1.0]	4
[0,192,-2.0]	1
[0,192,0.0]	11
[0,192,1.0]	4
[0,192,2.0]	1
[0,193,-1.0]	1
[0,193,-3.0]	1
[0,193,0.0]	12
[0,193,1.0]	3
[0,193,4.0]	1
[0,194,-1.0]	3
[0,194,-2.0]	2
[0,194,-3.0]	1
[0,194,-4.0]	1
[0,194,0.0]	14
[0,194,1.0]	2
[0,194,3.0]	2
[0,195,-1.0]	2
[0,195,-2.0]	1
[0,195,0.0]	8
[0,195,1.0]	3
[0,195,3.0]	1
[0,196,-1.0]	3
[0,196,-2.0]	1
[0,196,0.0]	6
[0,196,1.0]	1
[0,196,2.0]	1
[0,196,3.0]	1
[0,197,-1.0]	2
[0,197,-4.0]	2
[0,197,0.0]	6
[0,197,1.0]	2
[0,197,2.0]	1
[0,198,-1.0]	3
[0,198,-2.0]	2
[0,198,0.0]	6
[0,198,1.0]	1
[0,199,-1.0]	3
[0,199,-4.0]	1
[0,199,0.0]	7
[0,199,1.0]	4
[0,2,-1.0]	4
[0,2,0.0]	8
[0,2,1.0]	1
[0,2,2.0]	1
[0,20,-1.0]	2
[0,20,-2.0]	3
[0,20,0.0]	5
[0,20,1.0]	2
[0,20,2.0]	1
[0,200,-1.0]	3
[0,200,-4.0]	1
[0,200,0.0]	7
[0,200,1.0]	2
[0,200,2.0]	1
[0,201,-2.0]	2
[0,201,-4.0]	1
[0,201,0.0]	8
[0,202,-1.0]	5
[0,202,0.0]	7
[0,202,1.0]	1
[0,202,2.0]	1
[0,203,-1.0]	2
[0,203,-3.0]	1
[0,203,0.0]	15
[0,203,1.0]	2
[0,203,2.0]	1
[0,203,3.0]	1
[0,204,-1.0]	2
[0,204,-2.0]	1
[0,204,-4.0]	1
[0,204,0.0]	10
[0,204,2.0]	1
[0,205,-1.0]	7
[0,205,-3.0]	1
[0,205,0.0]	5
[0,205,1.0]	1
[0,205,2.0]	1
[0,206,-1.0]	3
[0,206,0.0]	9
[0,206,1.0]	4
[0,206,2.0]	1
[0,207,-1.0]	7
[0,207,-2.0]	2
[0,207,-4.0]	1
[0,207,0.0]	8
[0,207,1.0]	3
[0,208,-1.0]	2
[0,208,0.0]	10
[0,208,2.0]	2
[0,209,-1.0]	2
[0,209,-2.0]	1
[0,209,-4.0]	1
[0,209,0.0]	9
[0,209,1.0]	1
[0,209,2.0]	2
[0,209,3.0]	1
[0,21,-1.0]	5
[0,21,0.0]	9
[0,21,1.0]	4
[0,21,4.0]	1
[0,210,-1.0]	4
[0,210,0.0]	4
[0,210,1.0]	3
[0,211,-1.0]	3
[0,211,-2.0]	1
[0,211,0.0]	10
[0,211,1.0]	1
[0,211,4.0]	1
[0,212,-1.0]	2
[0,212,0.0]	6
[0,212,1.0]	5
[0,212,2.0]	1
[0,213,-1.0]	2
[0,213,-2.0]	3
[0,213,0.0]	5
[0,213,1.0]	4
[0,213,2.0]	3
[0,213,3.0]	1
[0,214,-1.0]	2
[0,214,0.0]	12
[0,214,1.0]	1
[0,215,-1.0]	1
[0,215,-2.0]	2
[0,215,0.0]	5
[0,215,1.0]	5
[0,216,-1.0]	3
[0,216,-2.0]	2
[0,216,0.0]	13
[0,216,1.0]	4
[0,216,2.0]	2
[0,216,4.0]	1
[0,217,-1.0]	1
[0,217,-2.0]	1
[0,217,-4.0]	1
[0,217,0.0]	7
[0,217,1.0]	2
[0,217,3.0]	1
[0,218,-1.0]	2
[0,218,-2.0]	1
[0,218,-3.0]	1
[0,218,-4.0]	2
[0,218,0.0]	10
[0,218,1.0]	4
[0,218,2.0]	2
[0,219,-1.0]	1
[0,219,-3.0]	1
[0,219,-4.0]	1
[0,219,0.0]	9
[0,219,1.0]	2
[0,219,2.0]	1
[0,22,-2.0]	1
[0,22,0.0]	9
[0,22,1.0]	5
[0,22,2.0]	4
[0,220,-1.0]	3
[0,220,0.0]	6
[0,220,1.0]	3
[0,220,4.0]	2
[0,221,-1.0]	2
[0,221,-2.0]	1
[0,221,-3.0]	1
[0,221,0.0]	13
[0,221,1.0]	4
[0,222,-1.0]	2
[0,222,0.0]	2
[0,222,1.0]	3
[0,223,-2.0]	1
[0,223,0.0]	6
[0,223,1.0]	2
[0,224,-1.0]	2
[0,224,0.0]	10
[0,224,1.0]	5
[0,224,2.0]	1
[0,225,-1.0]	1
[0,225,0.0]	12
[0,225,1.0]	3
[0,225,2.0]	1
[0,226,-1.0]	1
[0,226,-2.0]	1
[0,226,0.0]	9
[0,226,1.0]	2
[0,227,-1.0]	2
[0,227,-2.0]	1
[0,227,-4.0]	1
[0,227,0.0]	5
[0,227,1.0]	3
[0,227,2.0]	1
[0,228,-1.0]	4
[0,228,0.0]	9
[0,228,1.0]	5
[0,228,2.0]	2
[0,229,-1.0]	2
[0,229,-3.0]	1
[0,229,0.0]	9
[0,229,1.0]	7
[0,23,-1.0]	5
[0,23,-2.0]	3
[0,23,0.0]	11
[0,23,1.0]	2
[0,230,-1.0]	1
[0,230,-2.0]	1
[0,230,0.0]	6
[0,230,1.0]	2
[0,231,-1.0]	5
[0,231,-2.0]	1
[0,231,-3.0]	2
[0,231,0.0]	6
[0,231,1.0]	3
[0,231,2.0]	1
[0,232,-1.0]	3
[0,232,-4.0]	1
[0,232,0.0]	7
[0,233,-1.0]	4
[0,233,0.0]	9
[0,233,1.0]	2
[0,233,2.0]	1
[0,234,-1.0]	4
[0,234,-2.0]	1
[0,234,0.0]	11
[0,234,1.0]	3
[0,234,2.0]	1
[0,235,-2.0]	1
[0,235,0.0]	11
[0,235,1.0]	2
[0,235,2.0]	1
[0,235,3.0]	1
[0,236,-1.0]	2
[0,236,-2.0]	2
[0,236,0.0]	12
[0,236,1.0]	2
[0,237,-1.0]	4
[0,237,0.0]	7
[0,237,1.0]	3
[0,237,2.0]	1
[0,237,4.0]	1
[0,238,-1.0]	2
[0,238,-2.0]	1
[0,238,-3.0]	1
[0,238,-4.0]	1
[0,238,0.0]	6
[0,238,1.0]	1
[0,238,2.0]	2
[0,239,-1.0]	2
[0,239,-2.0]	1
[0,239,0.0]	6
[0,239,1.0]	1
[0,239,3.0]	2
[0,24,-1.0]	5
[0,24,-4.0]	1
[0,24,0.0]	8
[0,24,1.0]	1
[0,24,2.0]	2
[0,24,4.0]	1
[0,240,-1.0]	2
[0,240,-2.0]	1
[0,240,0.0]	7
[0,240,1.0]	2
[0,240,2.0]	1
[0,240,4.0]	1
[0,241,-1.0]	4
[0,241,-2.0]	1
[0,241,0.0]	5
[0,241,1.0]	3
[0,241,2.0]	1
[0,242,-1.0]	2
[0,242,-4.0]	1
[0,242,0.0]	8
[0,242,1.0]	3
[0,242,2.0]	1
[0,243,-1.0]	1
[0,243,-2.0]	3
[0,243,0.0]	6
[0,243,1.0]	2
[0,243,2.0]	1
[0,244,-1.0]	3
[0,244,-2.0]	2
[0,244,-4.0]	1
[0,244,0.0]	2
[0,244,1.0]	2
[0,245,-1.0]	2
[0,245,0.0]	11
[0,245,1.0]	2
[0,245,4.0]	1
[0,246,-1.0]	3
[0,246,-3.0]	2
[0,246,0.0]	8
[0,246,1.0]	3
[0,246,2.0]	1
[0,247,-1.0]	4
[0,247,0.0]	6
[0,247,1.0]	3
[0,248,-1.0]	2
[0,248,0.0]	5
[0,248,2.0]	2
[0,249,-1.0]	1
[0,249,0.0]	7
[0,249,1.0]	1
[0,25,-1.0]	4
[0,25,-2.0]	1
[0,25,-3.0]	1
[0,25,-4.0]	1
[0,25,0.0]	17
[0,25,1.0]	8
[0,25,2.0]	1
[0,250,-1.0]	1
[0,250,-2.0]	1
[0,250,-3.0]	1
[0,250,-4.0]	1
[0,250,0.0]	5
[0,250,1.0]	2
[0,251,-1.0]	1
[0,251,-3.0]	1
[0,251,-4.0]	2
[0,251,0.0]	12
[0,251,1.0]	2
[0,251,3.0]	1
[0,252,-1.0]	3
[0,252,-3.0]	1
[0,252,-4.0]	1
[0,252,0.0]	8
[0,252,1.0]	2
[0,253,-2.0]	2
[0,253,-4.0]	1
[0,253,0.0]	8
[0,253,1.0]	2
[0,254,-1.0]	6
[0,254,-2.0]	1
[0,254,-4.0]	1
[0,254,0.0]	8
[0,254,1.0]	2
[0,255,-1.0]	3
[0,255,-2.0]	1
[0,255,0.0]	6
[0,255,1.0]	3
[0,256,-1.0]	1
[0,256,0.0]	3
[0,256,1.0]	4
[0,256,2.0]	1
[0,257,-1.0]	1
[0,257,-2.0]	1
[0,257,0.0]	7
[0,257,1.0]	4
[0,257,3.0]	1
[0,258,-2.0]	1
[0,258,-3.0]	1
[0,258,0.0]	6
[0,258,1.0]	5
[0,258,2.0]	1
[0,259,-1.0]	2
[0,259,-2.0]	2
[0,259,0.0]	11
[0,259,1.0]	2
[0,26,-1.0]	3
[0,26,0.0]	13
[0,26,1.0]	1
[0,260,-1.0]	1
[0,260,-4.0]	1
[0,260,0.0]	5
[0,260,1.0]	1
[0,260,2.0]	1
[0,261,-1.0]	4
[0,261,-2.0]	1
[0,261,0.0]	8
[0,262,-1.0]	1
[0,262,-2.0]	1
[0,262,0.0]	6
[0,262,1.0]	2
[0,262,2.0]	1
[0,262,3.0]	1
[0,263,-1.0]	3
[0,263,-4.0]	1
[0,263,0.0]	6
[0,263,1.0]	1
[0,263,3.0]	1
[0,264,-1.0]	3
[0,264,0.0]	8
[0,264,1.0]	1
[0,264,2.0]	1
[0,265,-1.0]	1
[0,265,-2.0]	1
[0,265,-3.0]	1
[0,265,0.0]	5
[0,265,1.0]	3
[0,265,2.0]	1
[0,265,3.0]	2
[0,265,4.0]	1
[0,266,-1.0]	1
[0,266,-3.0]	1
[0,266,0.0]	8
[0,266,1.0]	1
[0,267,-1.0]	4
[0,267,0.0]	8
[0,268,-1.0]	1
[0,268,-2.0]	2
[0,268,0.0]	6
[0,268,1.0]	2
[0,269,-1.0]	7
[0,269,-2.0]	1
[0,269,-3.0]	1
[0,269,0.0]	8
[0,269,1.0]	1
[0,269,3.0]	1
[0,27,-1.0]	8
[0,27,-3.0]	1
[0,27,-4.0]	2
[0,27,0.0]	10
[0,27,1.0]	5
[0,27,2.0]	1
[0,27,4.0]	1
[0,270,-2.0]	3
[0,270,0.0]	4
[0,270,1.0]	3
[0,271,-1.0]	1
[0,271,0.0]	3
[0,271,1.0]	1
[0,271,2.0]	1
[0,271,4.0]	1
[0,272,-1.0]	4
[0,272,0.0]	9
[0,272,1.0]	2
[0,272,3.0]	1
[0,273,-1.0]	1
[0,273,-2.0]	1
[0,273,0.0]	11
[0,273,1.0]	2
[0,274,-1.0]	2
[0,274,-2.0]	1
[0,274,0.0]	4
[0,274,1.0]	2
[0,275,-1.0]	2
[0,275,0.0]	12
[0,275,1.0]	7
[0,275,2.0]	1
[0,276,-1.0]	2
[0,276,0.0]	8
[0,276,1.0]	3
[0,277,-1.0]	3
[0,277,-2.0]	2
[0,277,0.0]	7
[0,277,1.0]	3
[0,278,-1.0]	2
[0,278,-2.0]	2
[0,278,0.0]	7
[0,278,1.0]	1
[0,278,3.0]	1
[0,278,4.0]	1
[0,279,-1.0]	1
[0,279,-2.0]	1
[0,279,-3.0]	1
[0,279,0.0]	10
[0,279,1.0]	3
[0,279,2.0]	1
[0,279,3.0]	1
[0,28,-1.0]	2
[0,28,-2.0]	1
[0,28,-3.0]	1
[0,28,0.0]	9
[0,28,1.0]	4
[0,280,-1.0]	3
[0,280,-2.0]	3
[0,280,0.0]	5
[0,280,1.0]	1
[0,280,2.0]	1
[0,281,-1.0]	3
[0,281,-2.0]	1
[0,281,0.0]	6
[0,281,1.0]	1
[0,282,-1.0]	3
[0,282,-2.0]	3
[0,282,0.0]	2
[0,282,1.0]	2
[0,282,3.0]	1
[0,283,-1.0]	1
[0,283,-2.0]	1
[0,283,0.0]	11
[0,283,1.0]	4
[0,283,2.0]	1
[0,283,3.0]	1
[0,284,-1.0]	3
[0,284,0.0]	8
[0,284,1.0]	1
[0,284,2.0]	2
[0,284,4.0]	1
[0,285,-1.0]	3
[0,285,-2.0]	3
[0,285,0.0]	6
[0,285,1.0]	3
[0,285,2.0]	2
[0,285,3.0]	1
[0,286,-1.0]	2
[0,286,-2.0]	2
[0,286,0.0]	9
[0,286,1.0]	2
[0,286,2.0]	1
[0,287,-1.0]	2
[0,287,-3.0]	1
[0,287,-4.0]	1
[0,287,0.0]	6
[0,287,1.0]	4
[0,288,-1.0]	2
[0,288,-3.0]	1
[0,288,0.0]	4
[0,288,1.0]	1
[0,288,2.0]	2
[0,289,-1.0]	2
[0,289,0.0]	4
[0,289,1.0]	3
[0,29,-1.0]	3
[0,29,-2.0]	2
[0,29,0.0]	8
[0,29,1.0]	4
[0,290,-1.0]	4
[0,290,-4.0]	1
[0,290,0.0]	8
[0,290,3.0]	2
[0,291,-1.0]	2
[0,291,0.0]	8
[0,291,1.0]	3
[0,291,2.0]	1
[0,291,3.0]	1
[0,292,-1.0]	1
[0,292,0.0]	6
[0,292,1.0]	1
[0,293,-1.0]	1
[0,293,-2.0]	2
[0,293,-3.0]	1
[0,293,0.0]	12
[0,293,1.0]	3
[0,294,-1.0]	4
[0,294,-2.0]	1
[0,294,-3.0]	1
[0,294,0.0]	8
[0,294,1.0]	1
[0,295,-1.0]	4
[0,295,-2.0]	1
[0,295,0.0]	9
[0,295,1.0]	1
[0,295,2.0]	1
[0,296,-1.0]	1
[0,296,-2.0]	2
[0,296,-4.0]	1
[0,296,0.0]	8
[0,296,1.0]	3
[0,297,-1.0]	1
[0,297,0.0]	1
[0,297,1.0]	3
[0,298,-1.0]	2
[0,298,0.0]	14
[0,299,-1.0]	4
[0,299,-2.0]	1
[0,299,0.0]	9
[0,3,-1.0]	2
[0,3,-3.0]	1
[0,3,0.0]	8
[0,3,1.0]	2
[0,3,4.0]	1
[0,30,-1.0]	4
[0,30,-2.0]	1
[0,30,-4.0]	2
[0,30,0.0]	9
[0,30,1.0]	1
[0,30,2.0]	1
[0,300,-1.0]	3
[0,300,0.0]	8
[0,300,1.0]	1
[0,301,-2.0]	2
[0,301,0.0]	3
[0,301,1.0]	3
[0,301,2.0]	1
[0,301,3.0]	1
[0,302,-1.0]	1
[0,302,0.0]	10
[0,302,1.0]	3
[0,302,3.0]	1
[0,303,-1.0]	2
[0,303,-3.0]	1
[0,303,0.0]	9
[0,303,1.0]	4
[0,304,-1.0]	2
[0,304,-2.0]	1
[0,304,-4.0]	2
[0,304,0.0]	6
[0,304,1.0]	1
[0,305,-1.0]	2
[0,305,-2.0]	1
[0,305,0.0]	6
[0,305,1.0]	3
[0,306,-1.0]	2
[0,306,-2.0]	1
[0,306,0.0]	5
[0,306,1.0]	1
[0,307,-1.0]	1
[0,307,0.0]	4
[0,307,1.0]	2
[0,307,2.0]	1
[0,308,-2.0]	1
[0,308,0.0]	6
[0,308,1.0]	4
[0,308,2.0]	1
[0,309,-1.0]	2
[0,309,-3.0]	1
[0,309,0.0]	6
[0,309,1.0]	1
[0,309,2.0]	1
[0,31,-1.0]	4
[0,31,-3.0]	1
[0,31,0.0]	9
[0,31,1.0]	2
[0,31,2.0]	3
[0,310,-1.0]	1
[0,310,-2.0]	2
[0,310,0.0]	9
[0,310,1.0]	3
[0,310,2.0]	1
[0,311,-1.0]	2
