category, x_var, y_var, weight
1, 0.17, 2.0, 10526
1, 0.17, 3.0, 7780
1, 0.17, 4.0, 7698
1, 0.17, 0.0, 20114
1, 0.18, 1.0, 19244
1, 0.18, 2.0, 10638
1, 0.18, 3.0, 8216
1, 0.18, 4.0, 6785
1, 0.18, 0.0, 18432
1, 0.19, 1.0, 20607
1, 0.19, 2.0, 10376
1, 0.19, 3.0, 9360
1, 0.19, 4.0, 7548
1, 0.19, 0.0, 21407
1, 0.2, 1.0, 22140
1, 0.2, 2.0, 10710
1, 0.2, 3.0, 9736
1, 0.2, 4.0, 7933
1, 0.2, 0.0, 23150
1, 0.21, 1.0, 20561
1, 0.21, 2.0, 10936
1, 0.21, 3.0, 8847
1, 0.21, 4.0, 7384
1, 0.21, 0.0, 20043
1, 0.22, 1.0, 19562
1, 0.22, 2.0, 10102
1, 0.22, 3.0, 7916
1, 0.22, 4.0, 5627
1, 0.22, 0.0, 19116
1, 0.23, 1.0, 19821
1, 0.23, 2.0, 11278
1, 0.23, 3.0, 8479
1, 0.23, 4.0, 6315
1, 0.23, 0.0, 20342
1, 0.24, 1.0, 21912
1, 0.24, 2.0, 11705
1, 0.24, 3.0, 8506
1, 0.24, 4.0, 6116
1, 0.24, 0.0, 21844
1, 0.25, 1.0, 21397
1, 0.25, 2.0, 13042
1, 0.25, 3.0, 8057
1, 0.25, 4.0, 6073
1, 0.25, 0.0, 21125
1, 0.26, 1.0, 20193
1, 0.26, 2.0, 12055
1, 0.26, 3.0, 6833
1, 0.26, 4.0, 5245
1, 0.26, 0.0, 18739
1, 0.27, 1.0, 22701
1, 0.27, 2.0, 12179
1, 0.27, 3.0, 7215
1, 0.27, 4.0, 4482
1, 0.27, 0.0, 19355
1, 0.28, 1.0, 20969
1, 0.28, 2.0, 11213
1, 0.28, 3.0, 7823
1, 0.28, 4.0, 5477
1, 0.28, 0.0, 19668
1, 0.29, 1.0, 19114
1, 0.29, 2.0, 9642
1, 0.29, 3.0, 7382
1, 0.29, 4.0, 5063
1, 0.29, 0.0, 16903
1, 0.3, 1.0, 18360
1, 0.3, 2.0, 10053
1, 0.3, 3.0, 7772
1, 0.3, 4.0, 5164
1, 0.3, 0.0, 15970
1, 0.31, 1.0, 19345
1, 0.31, 2.0, 10080
1, 0.31, 3.0, 7832
1, 0.31, 4.0, 5775
1, 0.31, 0.0, 16072
1, 0.32, 1.0, 16007
1, 0.32, 2.0, 9056
1, 0.32, 3.0, 6295
1, 0.32, 4.0, 4863
1, 0.32, 0.0, 14519
1, 0.33, 1.0, 14872
1, 0.33, 2.0, 8253
1, 0.33, 3.0, 6300
1, 0.33, 4.0, 4517
1, 0.33, 0.0, 13705
1, 0.34, 1.0, 15823
1, 0.34, 2.0, 8897
1, 0.34, 3.0, 6977
1, 0.34, 4.0, 4446
1, 0.34, 0.0, 14278
1, 0.35, 1.0, 14472
1, 0.35, 2.0, 7640
1, 0.35, 3.0, 6061
1, 0.35, 4.0, 3575
1, 0.35, 0.0, 13587
1, 0.36, 1.0, 14058
1, 0.36, 2.0, 6644
1, 0.36, 3.0, 5349
1, 0.36, 4.0, 3301
1, 0.36, 0.0, 12545
1, 0.37, 1.0, 12251
1, 0.37, 2.0, 6576
1, 0.37, 3.0, 4342
1, 0.37, 4.0, 3078
1, 0.37, 0.0, 11645
1, 0.38, 1.0, 10517
1, 0.38, 2.0, 6070
1, 0.38, 3.0, 4146
1, 0.38, 4.0, 3646
1, 0.38, 0.0, 10093
1, 0.39, 1.0, 11394
1, 0.39, 2.0, 5361
1, 0.39, 3.0, 3638
1, 0.39, 4.0, 2705
1, 0.39, 0.0, 10108
1, 0.4, 1.0, 10491
1, 0.4, 2.0, 5170
1, 0.4, 3.0, 3698
1, 0.4, 4.0, 2624
1, 0.4, 0.0, 9614
1, 0.41, 1.0, 7728
1, 0.41, 2.0, 3942
1, 0.41, 3.0, 2932
1, 0.41, 4.0, 1915
1, 0.41, 0.0, 7022
1, 0.42, 1.0, 8865
1, 0.42, 2.0, 4455
1, 0.42, 3.0, 3171
1, 0.42, 4.0, 1858
1, 0.42, 0.0, 8147
1, 0.43, 1.0, 8096
1, 0.43, 2.0, 4046
1, 0.43, 3.0, 2818
1, 0.43, 4.0, 1742
1, 0.43, 0.0, 7074
1, 0.44, 1.0, 6040
1, 0.44, 2.0, 2998
1, 0.44, 3.0, 2216
1, 0.44, 4.0, 1348
1, 0.44, 0.0, 5114
1, 0.45, 1.0, 4658
1, 0.45, 2.0, 3317
1, 0.45, 3.0, 1933
1, 0.45, 4.0, 970
1, 0.45, 0.0, 3850
1, 0.46, 1.0, 5652
1, 0.46, 2.0, 3383
1, 0.46, 3.0, 2008
1, 0.46, 4.0, 834
1, 0.46, 0.0, 4813
1, 0.47, 1.0, 4510
1, 0.47, 2.0, 3011
1, 0.47, 3.0, 1831
1, 0.47, 4.0, 676
1, 0.47, 0.0, 3860
1, 0.48, 1.0, 4232
1, 0.48, 2.0, 3087
1, 0.48, 3.0, 1635
1, 0.48, 4.0, 574
1, 0.48, 0.0, 3242
1, 0.49, 1.0, 3667
1, 0.49, 2.0, 2089
1, 0.49, 3.0, 1679
1, 0.49, 4.0, 489
1, 0.49, 0.0, 2613
1, 0.51, 1.0, 3218
1, 0.51, 2.0, 1452
1, 0.51, 3.0, 912
1, 0.51, 4.0, 704
1, 0.51, 0.0, 2355
1, 0.5, 1.0, 3712
1, 0.5, 2.0, 1782
1, 0.5, 3.0, 1519
1, 0.5, 4.0, 635
1, 0.5, 0.0, 2749
1, 0.52, 1.0, 3588
1, 0.52, 2.0, 1643
1, 0.52, 3.0, 1192
1, 0.52, 4.0, 573
1, 0.52, 0.0, 2685
1, 0.53, 1.0, 3217
1, 0.53, 2.0, 1093
1, 0.53, 3.0, 1100
1, 0.53, 4.0, 1049
1, 0.53, 0.0, 2170
1, 0.54, 1.0, 2055
1, 0.54, 2.0, 719
1, 0.54, 3.0, 567
1, 0.54, 4.0, 328
1, 0.54, 0.0, 1472
1, 0.55, 1.0, 2101
1, 0.55, 2.0, 605
1, 0.55, 3.0, 483
1, 0.55, 4.0, 172
1, 0.55, 0.0, 1302
1, 0.56, 1.0, 2185
1, 0.56, 2.0, 817
1, 0.56, 3.0, 428
1, 0.56, 4.0, 143
1, 0.56, 0.0, 1427
1, 0.57, 1.0, 1642
1, 0.57, 2.0, 782
1, 0.57, 3.0, 413
1, 0.57, 4.0, 129
1, 0.57, 0.0, 1093
1, 0.58, 1.0, 1955
1, 0.58, 2.0, 485
1, 0.58, 3.0, 363
1, 0.58, 4.0, 63
1, 0.58, 0.0, 1050
1, 0.59, 1.0, 1250
1, 0.59, 2.0, 231
1, 0.59, 3.0, 246
1, 0.59, 4.0, 49
1, 0.59, 0.0, 799
1, 0.6, 1.0, 510
1, 0.6, 2.0, 192
1, 0.6, 3.0, 152
1, 0.6, 4.0, 123
1, 0.6, 0.0, 544
1, 0.61, 1.0, 364
1, 0.61, 2.0, 127
1, 0.61, 3.0, 99
1, 0.61, 4.0, 51
1, 0.61, 0.0, 321
1, 0.62, 1.0, 446
1, 0.62, 2.0, 116
1, 0.62, 3.0, 98
1, 0.62, 4.0, 39
1, 0.62, 0.0, 349
1, 0.63, 1.0, 682
1, 0.63, 2.0, 147
1, 0.63, 3.0, 192
1, 0.63, 4.0, 63
1, 0.63, 0.0, 446
1, 0.65, 1.0, 649
1, 0.65, 2.0, 248
1, 0.65, 3.0, 155
1, 0.65, 4.0, 106
1, 0.65, 0.0, 653
1, 0.64, 1.0, 741
1, 0.64, 2.0, 241
1, 0.64, 3.0, 175
1, 0.64, 4.0, 81
1, 0.64, 0.0, 609
1, 0.66, 1.0, 595
1, 0.66, 2.0, 607
1, 0.66, 3.0, 66
1, 0.66, 4.0, 67
1, 0.66, 0.0, 386
1, 0.68, 1.0, 105
1, 0.68, 2.0, 104
1, 0.68, 3.0, 25
1, 0.68, 4.0, 20
1, 0.68, 0.0, 132
1, 0.67, 1.0, 214
1, 0.67, 2.0, 263
1, 0.67, 3.0, 20
1, 0.67, 4.0, 27
1, 0.67, 0.0, 171
1, 0.69, 1.0, 81
1, 0.69, 2.0, 49
1, 0.69, 3.0, 22
1, 0.69, 4.0, 29
1, 0.69, 0.0, 153
1, 0.71, 1.0, 90
1, 0.71, 2.0, 27
1, 0.71, 3.0, 25
1, 0.71, 4.0, 35
1, 0.71, 0.0, 172
1, 0.7, 1.0, 94
1, 0.7, 2.0, 42
1, 0.7, 3.0, 30
1, 0.7, 4.0, 43
1, 0.7, 0.0, 106
1, 0.73, 1.0, 74
1, 0.73, 2.0, 25
1, 0.73, 3.0, 22
1, 0.73, 4.0, 27
1, 0.73, 0.0, 114
1, 0.72, 1.0, 140
1, 0.72, 2.0, 86
1, 0.72, 3.0, 55
1, 0.72, 4.0, 50
1, 0.72, 0.0, 257
1, 0.0, 1.0, 509
1, 0.0, 2.0, 124
1, 0.0, 3.0, 157
1, 0.0, 4.0, 137
1, 0.0, 0.0, 478
2, 0.01, 1.0, 115
2, 0.01, 8.0, 2
2, 0.01, 9.0, 1
2, 0.01, 10.0, 3
2, 0.01, 11.0, 2
2, 0.01, 12.0, 3
2, 0.01, 13.0, 1
2, 0.01, 14.0, 3
2, 0.01, 15.0, 1
2, 0.01, 16.0, 2
2, 0.01, 19.0, 2
2, 0.01, 20.0, 1
2, 0.01, 24.0, 2
2, 0.01, 25.0, 3
2, 0.01, 26.0, 1
2, 0.01, 27.0, 2
2, 0.01, 62.0, 1
2, 0.01, 99.0, 1
2, 0.01, 2.0, 41
2, 0.01, 3.0, 22
2, 0.01, 4.0, 20
2, 0.01, 5.0, 16
2, 0.01, 6.0, 5
2, 0.01, 7.0, 2
2, 0.01, 0.0, 495
2, 0.02, 1.0, 298
2, 0.02, 8.0, 31
2, 0.02, 9.0, 13
2, 0.02, 10.0, 11
2, 0.02, 11.0, 17
2, 0.02, 12.0, 9
2, 0.02, 13.0, 10
2, 0.02, 14.0, 7
2, 0.02, 15.0, 2
2, 0.02, 16.0, 9
2, 0.02, 17.0, 2
2, 0.02, 18.0, 1
2, 0.02, 19.0, 5
2, 0.02, 20.0, 5
2, 0.02, 21.0, 3
2, 0.02, 22.0, 3
2, 0.02, 23.0, 4
2, 0.02, 24.0, 5
2, 0.02, 25.0, 9
2, 0.02, 26.0, 5
2, 0.02, 27.0, 5
2, 0.02, 28.0, 1
2, 0.02, 29.0, 1
2, 0.02, 34.0, 1
2, 0.02, 37.0, 1
2, 0.02, 38.0, 1
2, 0.02, 41.0, 2
2, 0.02, 42.0, 2
2, 0.02, 43.0, 1
2, 0.02, 54.0, 1
2, 0.02, 58.0, 1
2, 0.02, 62.0, 3
2, 0.02, 66.0, 1
2, 0.02, 69.0, 1
2, 0.02, 82.0, 1
2, 0.02, 97.0, 1
2, 0.02, 99.0, 1
2, 0.02, 2.0, 131
2, 0.02, 3.0, 59
2, 0.02, 4.0, 67
2, 0.02, 5.0, 46
2, 0.02, 6.0, 27
2, 0.02, 7.0, 17
2, 0.02, 681.0, 2
2, 0.02, 141.0, 2
2, 0.02, 139.0, 1
2, 0.02, 145.0, 2
2, 0.02, 160.0, 1
2, 0.02, 170.0, 1
2, 0.02, 182.0, 1
2, 0.02, 0.0, 1247
2, 0.03, 1.0, 821
2, 0.03, 8.0, 65
2, 0.03, 9.0, 26
2, 0.03, 10.0, 33
2, 0.03, 11.0, 22
2, 0.03, 12.0, 42
2, 0.03, 13.0, 27
2, 0.03, 14.0, 18
2, 0.03, 15.0, 14
2, 0.03, 16.0, 18
2, 0.03, 17.0, 2
2, 0.03, 18.0, 6
2, 0.03, 19.0, 11
2, 0.03, 20.0, 12
2, 0.03, 21.0, 5
2, 0.03, 22.0, 8
2, 0.03, 23.0, 14
2, 0.03, 24.0, 8
2, 0.03, 25.0, 19
2, 0.03, 26.0, 9
2, 0.03, 27.0, 10
2, 0.03, 28.0, 2
2, 0.03, 29.0, 5
2, 0.03, 30.0, 1
2, 0.03, 31.0, 1
2, 0.03, 34.0, 3
2, 0.03, 37.0, 3
2, 0.03, 38.0, 1
2, 0.03, 41.0, 5
2, 0.03, 42.0, 3
2, 0.03, 43.0, 2
2, 0.03, 44.0, 5
2, 0.03, 45.0, 3
2, 0.03, 54.0, 2
2, 0.03, 58.0, 3
2, 0.03, 61.0, 1
2, 0.03, 62.0, 4
2, 0.03, 66.0, 2
2, 0.03, 69.0, 2
2, 0.03, 82.0, 3
2, 0.03, 97.0, 3
2, 0.03, 98.0, 1
2, 0.03, 99.0, 1
2, 0.03, 100.0, 1
2, 0.03, 103.0, 1
2, 0.03, 2.0, 283
2, 0.03, 3.0, 143
2, 0.03, 4.0, 138
2, 0.03, 5.0, 84
2, 0.03, 6.0, 74
2, 0.03, 7.0, 45
2, 0.03, 680.0, 1
2, 0.03, 681.0, 2
2, 0.03, 130.0, 2
2, 0.03, 140.0, 1
2, 0.03, 141.0, 2
2, 0.03, 139.0, 3
2, 0.03, 145.0, 3
2, 0.03, 144.0, 1
2, 0.03, 160.0, 3
2, 0.03, 170.0, 3
2, 0.03, 182.0, 2
2, 0.03, 194.0, 2
2, 0.03, 259.0, 2
2, 0.03, 0.0, 2478
2, 0.04, 1.0, 708
2, 0.04, 8.0, 66
2, 0.04, 9.0, 34
2, 0.04, 10.0, 45
2, 0.04, 11.0, 17
2, 0.04, 12.0, 47
2, 0.04, 13.0, 20
2, 0.04, 14.0, 15
2, 0.04, 15.0, 7
2, 0.04, 16.0, 12
2, 0.04, 17.0, 4
2, 0.04, 18.0, 3
2, 0.04, 19.0, 26
2, 0.04, 20.0, 8
2, 0.04, 21.0, 4
2, 0.04, 22.0, 3
2, 0.04, 23.0, 9
2, 0.04, 24.0, 7
2, 0.04, 25.0, 17
2, 0.04, 26.0, 8
2, 0.04, 27.0, 13
2, 0.04, 28.0, 2
2, 0.04, 29.0, 3
2, 0.04, 30.0, 7
2, 0.04, 31.0, 7
2, 0.04, 32.0, 2
2, 0.04, 37.0, 4
2, 0.04, 38.0, 2
2, 0.04, 40.0, 2
2, 0.04, 41.0, 3
2, 0.04, 42.0, 2
2, 0.04, 46.0, 4
2, 0.04, 50.0, 2
2, 0.04, 54.0, 2
2, 0.04, 58.0, 2
2, 0.04, 62.0, 2
2, 0.04, 66.0, 4
2, 0.04, 69.0, 1
2, 0.04, 82.0, 2
2, 0.04, 97.0, 2
2, 0.04, 99.0, 4
2, 0.04, 100.0, 4
2, 0.04, 103.0, 2
2, 0.04, 2.0, 279
2, 0.04, 3.0, 139
2, 0.04, 4.0, 161
2, 0.04, 5.0, 89
2, 0.04, 6.0, 106
2, 0.04, 7.0, 47
2, 0.04, 681.0, 3
2, 0.04, 141.0, 3
2, 0.04, 145.0, 3
2, 0.04, 160.0, 1
2, 0.04, 170.0, 4
2, 0.04, 182.0, 3
2, 0.04, 0.0, 2311
2, 0.05, 1.0, 2113
2, 0.05, 8.0, 129
2, 0.05, 9.0, 79
2, 0.05, 10.0, 152
2, 0.05, 11.0, 57
2, 0.05, 12.0, 103
2, 0.05, 13.0, 58
2, 0.05, 14.0, 40
2, 0.05, 15.0, 35
2, 0.05, 16.0, 36
2, 0.05, 17.0, 9
2, 0.05, 18.0, 17
2, 0.05, 19.0, 44
2, 0.05, 20.0, 18
2, 0.05, 21.0, 8
2, 0.05, 22.0, 18
2, 0.05, 23.0, 23
2, 0.05, 24.0, 21
2, 0.05, 25.0, 42
2, 0.05, 26.0, 25
2, 0.05, 27.0, 28
2, 0.05, 28.0, 11
2, 0.05, 29.0, 8
2, 0.05, 30.0, 4
2, 0.05, 31.0, 2
2, 0.05, 32.0, 2
2, 0.05, 33.0, 2
2, 0.05, 34.0, 3
2, 0.05, 36.0, 3
2, 0.05, 37.0, 5
2, 0.05, 40.0, 3
2, 0.05, 41.0, 7
2, 0.05, 42.0, 4
2, 0.05, 43.0, 2
2, 0.05, 44.0, 6
2, 0.05, 45.0, 3
2, 0.05, 46.0, 2
2, 0.05, 49.0, 1
2, 0.05, 50.0, 2
2, 0.05, 53.0, 2
2, 0.05, 54.0, 5
2, 0.05, 57.0, 2
2, 0.05, 58.0, 5
2, 0.05, 61.0, 3
2, 0.05, 62.0, 7
2, 0.05, 65.0, 1
2, 0.05, 66.0, 5
2, 0.05, 69.0, 3
2, 0.05, 68.0, 1
2, 0.05, 81.0, 3
2, 0.05, 82.0, 5
2, 0.05, 97.0, 3
2, 0.05, 96.0, 2
2, 0.05, 98.0, 2
2, 0.05, 99.0, 5
2, 0.05, 100.0, 3
2, 0.05, 103.0, 2
2, 0.05, 2.0, 547
2, 0.05, 3.0, 284
2, 0.05, 4.0, 277
2, 0.05, 5.0, 224
2, 0.05, 6.0, 227
2, 0.05, 7.0, 119
2, 0.05, 680.0, 3
2, 0.05, 681.0, 9
2, 0.05, 129.0, 1
2, 0.05, 130.0, 3
2, 0.05, 132.0, 2
2, 0.05, 138.0, 1
2, 0.05, 140.0, 3
2, 0.05, 141.0, 9
2, 0.05, 139.0, 3
2, 0.05, 145.0, 7
2, 0.05, 144.0, 3
2, 0.05, 159.0, 2
2, 0.05, 160.0, 5
2, 0.05, 169.0, 2
2, 0.05, 170.0, 6
2, 0.05, 181.0, 2
2, 0.05, 182.0, 3
2, 0.05, 194.0, 3
2, 0.05, 259.0, 3
2, 0.05, 406.0, 2
2, 0.05, 0.0, 4762
2, 0.06, 1.0, 1826
2, 0.06, 8.0, 137
2, 0.06, 9.0, 80
2, 0.06, 10.0, 91
2, 0.06, 11.0, 45
2, 0.06, 12.0, 69
2, 0.06, 13.0, 40
2, 0.06, 14.0, 32
2, 0.06, 15.0, 20
2, 0.06, 16.0, 33
2, 0.06, 17.0, 6
2, 0.06, 18.0, 9
2, 0.06, 19.0, 34
2, 0.06, 20.0, 16
2, 0.06, 21.0, 11
2, 0.06, 22.0, 12
2, 0.06, 23.0, 19
2, 0.06, 24.0, 19
2, 0.06, 25.0, 31
2, 0.06, 26.0, 21
2, 0.06, 27.0, 23
2, 0.06, 28.0, 5
2, 0.06, 29.0, 3
2, 0.06, 30.0, 4
2, 0.06, 31.0, 3
2, 0.06, 32.0, 3
2, 0.06, 34.0, 2
2, 0.06, 37.0, 7
2, 0.06, 38.0, 4
2, 0.06, 40.0, 4
2, 0.06, 41.0, 5
2, 0.06, 42.0, 4
2, 0.06, 43.0, 1
2, 0.06, 44.0, 2
2, 0.06, 45.0, 2
2, 0.06, 46.0, 5
2, 0.06, 50.0, 3
2, 0.06, 53.0, 1
2, 0.06, 54.0, 3
2, 0.06, 57.0, 1
2, 0.06, 58.0, 4
2, 0.06, 62.0, 3
2, 0.06, 66.0, 5
2, 0.06, 69.0, 3
2, 0.06, 81.0, 1
2, 0.06, 82.0, 4
2, 0.06, 97.0, 2
2, 0.06, 98.0, 1
2, 0.06, 99.0, 5
2, 0.06, 100.0, 3
2, 0.06, 102.0, 1
2, 0.06, 103.0, 3
2, 0.06, 2.0, 498
2, 0.06, 3.0, 281
2, 0.06, 4.0, 362
2, 0.06, 5.0, 194
2, 0.06, 6.0, 310
2, 0.06, 7.0, 83
2, 0.06, 680.0, 1
2, 0.06, 681.0, 4
2, 0.06, 130.0, 1
2, 0.06, 132.0, 1
2, 0.06, 140.0, 1
2, 0.06, 141.0, 5
2, 0.06, 139.0, 2
2, 0.06, 145.0, 4
2, 0.06, 144.0, 1
2, 0.06, 160.0, 4
2, 0.06, 169.0, 1
2, 0.06, 170.0, 6
2, 0.06, 181.0, 1
2, 0.06, 182.0, 5
2, 0.06, 194.0, 3
2, 0.06, 259.0, 2
2, 0.06, 406.0, 1
2, 0.06, 0.0, 4826
2, 0.07, 1.0, 3163
2, 0.07, 8.0, 267
2, 0.07, 9.0, 174
2, 0.07, 10.0, 184
2, 0.07, 11.0, 111
2, 0.07, 12.0, 118
2, 0.07, 13.0, 114
2, 0.07, 14.0, 76
2, 0.07, 15.0, 52
2, 0.07, 16.0, 89
2, 0.07, 17.0, 22
2, 0.07, 18.0, 17
2, 0.07, 19.0, 82
2, 0.07, 20.0, 40
2, 0.07, 21.0, 25
2, 0.07, 22.0, 24
2, 0.07, 23.0, 46
2, 0.07, 24.0, 47
2, 0.07, 25.0, 81
2, 0.07, 26.0, 47
2, 0.07, 27.0, 51
2, 0.07, 28.0, 16
2, 0.07, 29.0, 12
2, 0.07, 30.0, 6
2, 0.07, 31.0, 7
2, 0.07, 32.0, 6
2, 0.07, 33.0, 1
2, 0.07, 34.0, 11
2, 0.07, 35.0, 1
2, 0.07, 36.0, 2
2, 0.07, 37.0, 18
2, 0.07, 38.0, 5
2, 0.07, 40.0, 7
2, 0.07, 41.0, 16
2, 0.07, 42.0, 14
2, 0.07, 43.0, 2
2, 0.07, 44.0, 12
2, 0.07, 45.0, 9
2, 0.07, 46.0, 3
2, 0.07, 49.0, 1
2, 0.07, 50.0, 7
2, 0.07, 54.0, 9
2, 0.07, 58.0, 9
2, 0.07, 60.0, 2
2, 0.07, 61.0, 1
2, 0.07, 62.0, 15
2, 0.07, 63.0, 1
2, 0.07, 65.0, 1
2, 0.07, 66.0, 12
2, 0.07, 69.0, 7
2, 0.07, 68.0, 1
2, 0.07, 82.0, 10
2, 0.07, 93.0, 1
2, 0.07, 94.0, 1
2, 0.07, 95.0, 1
2, 0.07, 97.0, 13
2, 0.07, 96.0, 1
2, 0.07, 99.0, 13
2, 0.07, 100.0, 5
2, 0.07, 103.0, 4
2, 0.07, 2.0, 1043
2, 0.07, 3.0, 602
2, 0.07, 4.0, 653
2, 0.07, 5.0, 419
2, 0.07, 6.0, 528
2, 0.07, 7.0, 214
2, 0.07, 680.0, 1
2, 0.07, 681.0, 13
2, 0.07, 129.0, 1
2, 0.07, 130.0, 9
2, 0.07, 132.0, 2
2, 0.07, 138.0, 1
2, 0.07, 140.0, 1
2, 0.07, 141.0, 12
2, 0.07, 139.0, 8
2, 0.07, 145.0, 14
2, 0.07, 159.0, 1
2, 0.07, 160.0, 12
2, 0.07, 169.0, 1
2, 0.07, 170.0, 13
2, 0.07, 181.0, 1
2, 0.07, 182.0, 12
2, 0.07, 194.0, 4
2, 0.07, 259.0, 7
2, 0.07, 406.0, 1
2, 0.07, 0.0, 9300
2, 0.08, 1.0, 3066
2, 0.08, 8.0, 322
2, 0.08, 9.0, 230
2, 0.08, 10.0, 157
2, 0.08, 11.0, 122
2, 0.08, 12.0, 145
2, 0.08, 13.0, 132
2, 0.08, 14.0, 88
2, 0.08, 15.0, 61
2, 0.08, 16.0, 98
2, 0.08, 17.0, 18
2, 0.08, 18.0, 19
2, 0.08, 19.0, 85
2, 0.08, 20.0, 51
2, 0.08, 21.0, 21
2, 0.08, 22.0, 17
2, 0.08, 23.0, 54
2, 0.08, 24.0, 29
2, 0.08, 25.0, 88
2, 0.08, 26.0, 48
2, 0.08, 27.0, 63
2, 0.08, 28.0, 9
2, 0.08, 29.0, 15
2, 0.08, 30.0, 15
2, 0.08, 31.0, 13
2, 0.08, 32.0, 5
2, 0.08, 34.0, 8
2, 0.08, 35.0, 1
2, 0.08, 36.0, 2
2, 0.08, 37.0, 16
2, 0.08, 38.0, 4
2, 0.08, 39.0, 1
2, 0.08, 40.0, 6
2, 0.08, 41.0, 15
2, 0.08, 42.0, 17
2, 0.08, 43.0, 4
2, 0.08, 44.0, 13
2, 0.08, 45.0, 7
2, 0.08, 46.0, 3
2, 0.08, 48.0, 1
2, 0.08, 50.0, 5
2, 0.08, 52.0, 2
2, 0.08, 53.0, 1
2, 0.08, 54.0, 10
2, 0.08, 56.0, 2
2, 0.08, 58.0, 13
2, 0.08, 61.0, 1
2, 0.08, 62.0, 20
2, 0.08, 66.0, 8
2, 0.08, 69.0, 5
2, 0.08, 72.0, 1
2, 0.08, 76.0, 1
2, 0.08, 82.0, 16
2, 0.08, 91.0, 1
2, 0.08, 97.0, 10
2, 0.08, 98.0, 1
2, 0.08, 99.0, 10
2, 0.08, 100.0, 7
2, 0.08, 103.0, 6
2, 0.08, 2.0, 1271
2, 0.08, 3.0, 659
2, 0.08, 4.0, 947
2, 0.08, 5.0, 541
2, 0.08, 6.0, 715
2, 0.08, 7.0, 206
2, 0.08, 677.0, 1
2, 0.08, 679.0, 1
2, 0.08, 680.0, 1
2, 0.08, 681.0, 21
2, 0.08, 675.0, 1
2, 0.08, 124.0, 1
2, 0.08, 130.0, 7
2, 0.08, 132.0, 4
2, 0.08, 133.0, 1
2, 0.08, 135.0, 1
2, 0.08, 141.0, 21
2, 0.08, 139.0, 13
2, 0.08, 145.0, 21
2, 0.08, 144.0, 1
2, 0.08, 154.0, 1
2, 0.08, 160.0, 15
2, 0.08, 164.0, 1
2, 0.08, 170.0, 17
2, 0.08, 176.0, 1
2, 0.08, 182.0, 12
2, 0.08, 188.0, 1
2, 0.08, 194.0, 8
2, 0.08, 192.0, 1
2, 0.08, 253.0, 1
2, 0.08, 259.0, 6
2, 0.08, 404.0, 1
2, 0.08, 406.0, 5
2, 0.08, 0.0, 10185
2, 0.09, 1.0, 4179
2, 0.09, 8.0, 356
2, 0.09, 9.0, 267
2, 0.09, 10.0, 176
2, 0.09, 11.0, 144
2, 0.09, 12.0, 160
2, 0.09, 13.0, 132
2, 0.09, 14.0, 98
