category,x_var,y_var,weight
1, 0.18, 0.0, 11363
1, 0.19, 1.0, 5208
1, 0.19, 2.0, 1682
1, 0.19, 3.0, 899
1, 0.19, 4.0, 701
1, 0.19, 0.0, 10943
1, 0.2, 1.0, 6018
1, 0.2, 2.0, 2868
1, 0.2, 3.0, 1238
1, 0.2, 4.0, 743
1, 0.2, 0.0, 11728
1, 0.21, 1.0, 6438
1, 0.21, 2.0, 2863
1, 0.21, 3.0, 957
1, 0.21, 4.0, 381
1, 0.21, 0.0, 11426
1, 0.22, 1.0, 5696
1, 0.22, 2.0, 2409
1, 0.22, 3.0, 830
1, 0.22, 4.0, 305
1, 0.22, 0.0, 10800
1, 0.23, 1.0, 5458
1, 0.23, 2.0, 1841
1, 0.23, 3.0, 768
1, 0.23, 4.0, 323
1, 0.23, 0.0, 10496
1, 0.24, 1.0, 5117
1, 0.24, 2.0, 2204
1, 0.24, 3.0, 945
1, 0.24, 4.0, 294
1, 0.24, 0.0, 10138
1, 0.25, 1.0, 4810
1, 0.25, 2.0, 1895
1, 0.25, 3.0, 659
1, 0.25, 4.0, 343
1, 0.25, 0.0, 9132
1, 0.26, 1.0, 4570
1, 0.26, 2.0, 1195
1, 0.26, 3.0, 499
1, 0.26, 4.0, 476
1, 0.26, 0.0, 7961
1, 0.27, 1.0, 3977
1, 0.27, 2.0, 1112
1, 0.27, 3.0, 547
1, 0.27, 4.0, 668
1, 0.27, 0.0, 7645
1, 0.28, 1.0, 4322
1, 0.28, 2.0, 907
1, 0.28, 3.0, 459
1, 0.28, 4.0, 490
1, 0.28, 0.0, 7285
1, 0.29, 1.0, 3897
1, 0.29, 2.0, 1140
1, 0.29, 3.0, 492
1, 0.29, 4.0, 353
1, 0.29, 0.0, 7851
1, 0.3, 1.0, 3183
1, 0.3, 2.0, 832
1, 0.3, 3.0, 373
1, 0.3, 4.0, 352
1, 0.3, 0.0, 6344
1, 0.31, 1.0, 2755
1, 0.31, 2.0, 808
1, 0.31, 3.0, 433
1, 0.31, 4.0, 296
1, 0.31, 0.0, 5689
1, 0.32, 1.0, 3060
1, 0.32, 2.0, 760
1, 0.32, 3.0, 663
1, 0.32, 4.0, 136
1, 0.32, 0.0, 5211
1, 0.33, 1.0, 2008
1, 0.33, 2.0, 662
1, 0.33, 3.0, 291
1, 0.33, 4.0, 125
1, 0.33, 0.0, 4842
1, 0.34, 1.0, 1618
1, 0.34, 2.0, 634
1, 0.34, 3.0, 335
1, 0.34, 4.0, 98
1, 0.34, 0.0, 3689
1, 0.35, 1.0, 1897
1, 0.35, 2.0, 526
1, 0.35, 3.0, 238
1, 0.35, 4.0, 104
1, 0.35, 0.0, 3694
1, 0.36, 1.0, 2087
1, 0.36, 2.0, 711
1, 0.36, 3.0, 253
1, 0.36, 4.0, 73
1, 0.36, 0.0, 3297
1, 0.37, 1.0, 1721
1, 0.37, 2.0, 494
1, 0.37, 3.0, 178
1, 0.37, 4.0, 93
1, 0.37, 0.0, 3454
1, 0.38, 1.0, 935
1, 0.38, 2.0, 389
1, 0.38, 3.0, 88
1, 0.38, 4.0, 56
1, 0.38, 0.0, 2064
1, 0.39, 1.0, 643
1, 0.39, 2.0, 213
1, 0.39, 3.0, 58
1, 0.39, 4.0, 32
1, 0.39, 0.0, 1287
1, 0.4, 1.0, 507
1, 0.4, 2.0, 166
1, 0.4, 3.0, 66
1, 0.4, 4.0, 25
1, 0.4, 0.0, 1088
1, 0.41, 1.0, 463
1, 0.41, 2.0, 243
1, 0.41, 3.0, 52
1, 0.41, 4.0, 18
1, 0.41, 0.0, 871
1, 0.42, 1.0, 613
1, 0.42, 2.0, 170
1, 0.42, 3.0, 97
1, 0.42, 4.0, 71
1, 0.42, 0.0, 2036
1, 0.43, 1.0, 467
1, 0.43, 2.0, 160
1, 0.43, 3.0, 77
1, 0.43, 4.0, 43
1, 0.43, 0.0, 1461
1, 0.44, 1.0, 380
1, 0.44, 2.0, 127
1, 0.44, 3.0, 48
1, 0.44, 4.0, 21
1, 0.44, 0.0, 1035
1, 0.45, 1.0, 172
1, 0.45, 2.0, 57
1, 0.45, 3.0, 22
1, 0.45, 4.0, 7
1, 0.45, 0.0, 469
1, 0.46, 1.0, 183
1, 0.46, 2.0, 44
1, 0.46, 3.0, 20
1, 0.46, 4.0, 14
1, 0.46, 0.0, 484
1, 0.47, 1.0, 303
1, 0.47, 2.0, 46
1, 0.47, 3.0, 27
1, 0.47, 4.0, 8
1, 0.47, 0.0, 478
1, 0.48, 1.0, 268
1, 0.48, 2.0, 39
1, 0.48, 3.0, 22
1, 0.48, 4.0, 11
1, 0.48, 0.0, 402
1, 0.49, 1.0, 153
1, 0.49, 2.0, 37
1, 0.49, 3.0, 25
1, 0.49, 4.0, 11
1, 0.49, 0.0, 483
1, 0.51, 1.0, 56
1, 0.51, 2.0, 16
1, 0.51, 3.0, 3
1, 0.51, 4.0, 6
1, 0.51, 0.0, 182
1, 0.5, 1.0, 57
1, 0.5, 2.0, 23
1, 0.5, 3.0, 10
1, 0.5, 4.0, 5
1, 0.5, 0.0, 192
1, 0.52, 1.0, 63
1, 0.52, 2.0, 17
1, 0.52, 3.0, 12
1, 0.52, 4.0, 7
1, 0.52, 0.0, 178
1, 0.53, 1.0, 48
1, 0.53, 2.0, 4
1, 0.53, 3.0, 6
1, 0.53, 0.0, 65
1, 0.54, 1.0, 18
1, 0.54, 2.0, 2
1, 0.54, 0.0, 20
1, 0.55, 1.0, 8
1, 0.55, 2.0, 1
1, 0.55, 3.0, 1
1, 0.55, 0.0, 17
1, 0.56, 1.0, 1
1, 0.56, 0.0, 5
1, 0.57, 1.0, 1
1, 0.57, 2.0, 1
1, 0.57, 0.0, 2
1, 0.58, 0.0, 5
1, 0.59, 1.0, 1
1, 0.59, 2.0, 1
1, 0.59, 0.0, 3
1, 0.6, 1.0, 2
1, 0.6, 0.0, 3
1, 0.61, 1.0, 1
1, 0.61, 0.0, 4
1, 0.62, 1.0, 3
1, 0.62, 2.0, 1
1, 0.62, 3.0, 1
1, 0.62, 0.0, 2
1, 0.63, 1.0, 3
1, 0.63, 2.0, 1
1, 0.63, 0.0, 2
1, 0.65, 1.0, 3
1, 0.64, 1.0, 3
1, 0.68, 1.0, 8
1, 0.68, 0.0, 3
1, 0.67, 1.0, 4
1, 0.0, 1.0, 377
1, 0.0, 2.0, 126
1, 0.0, 3.0, 333
1, 0.0, 4.0, 7
1, 0.0, 0.0, 507
2, 0.01, 1.0, 98
2, 0.01, 8.0, 10
2, 0.01, 9.0, 2
2, 0.01, 10.0, 3
2, 0.01, 11.0, 2
2, 0.01, 13.0, 1
2, 0.01, 16.0, 2
2, 0.01, 17.0, 4
2, 0.01, 19.0, 7
2, 0.01, 20.0, 2
2, 0.01, 23.0, 1
2, 0.01, 26.0, 10
2, 0.01, 30.0, 1
2, 0.01, 37.0, 1
2, 0.01, 38.0, 2
2, 0.01, 41.0, 9
2, 0.01, 44.0, 1
2, 0.01, 47.0, 4
2, 0.01, 50.0, 1
2, 0.01, 51.0, 5
2, 0.01, 2.0, 34
2, 0.01, 3.0, 41
2, 0.01, 4.0, 5
2, 0.01, 5.0, 10
2, 0.01, 6.0, 8
2, 0.01, 7.0, 1
2, 0.01, 134.0, 1
2, 0.01, 0.0, 324
2, 0.02, 1.0, 392
2, 0.02, 8.0, 10
2, 0.02, 9.0, 10
2, 0.02, 10.0, 5
2, 0.02, 11.0, 3
2, 0.02, 13.0, 2
2, 0.02, 14.0, 6
2, 0.02, 15.0, 1
2, 0.02, 16.0, 3
2, 0.02, 17.0, 14
2, 0.02, 18.0, 1
2, 0.02, 19.0, 9
2, 0.02, 20.0, 2
2, 0.02, 23.0, 2
2, 0.02, 24.0, 1
2, 0.02, 25.0, 4
2, 0.02, 26.0, 10
2, 0.02, 28.0, 1
2, 0.02, 30.0, 3
2, 0.02, 35.0, 1
2, 0.02, 37.0, 1
2, 0.02, 40.0, 3
2, 0.02, 41.0, 12
2, 0.02, 42.0, 2
2, 0.02, 46.0, 2
2, 0.02, 47.0, 7
2, 0.02, 49.0, 1
2, 0.02, 50.0, 3
2, 0.02, 51.0, 17
2, 0.02, 57.0, 2
2, 0.02, 59.0, 1
2, 0.02, 94.0, 2
2, 0.02, 2.0, 131
2, 0.02, 3.0, 84
2, 0.02, 4.0, 48
2, 0.02, 5.0, 33
2, 0.02, 6.0, 19
2, 0.02, 7.0, 11
2, 0.02, 134.0, 1
2, 0.02, 0.0, 1272
2, 0.03, 1.0, 532
2, 0.03, 8.0, 11
2, 0.03, 9.0, 16
2, 0.03, 10.0, 9
2, 0.03, 11.0, 5
2, 0.03, 13.0, 4
2, 0.03, 14.0, 7
2, 0.03, 15.0, 1
2, 0.03, 16.0, 4
2, 0.03, 17.0, 8
2, 0.03, 18.0, 1
2, 0.03, 19.0, 22
2, 0.03, 20.0, 13
2, 0.03, 23.0, 3
2, 0.03, 24.0, 1
2, 0.03, 25.0, 1
2, 0.03, 26.0, 8
2, 0.03, 28.0, 1
2, 0.03, 37.0, 5
2, 0.03, 38.0, 1
2, 0.03, 40.0, 1
2, 0.03, 41.0, 10
2, 0.03, 42.0, 2
2, 0.03, 45.0, 1
2, 0.03, 46.0, 2
2, 0.03, 47.0, 4
2, 0.03, 49.0, 2
2, 0.03, 50.0, 4
2, 0.03, 51.0, 16
2, 0.03, 55.0, 1
2, 0.03, 57.0, 2
2, 0.03, 58.0, 1
2, 0.03, 59.0, 1
2, 0.03, 94.0, 4
2, 0.03, 2.0, 197
2, 0.03, 3.0, 150
2, 0.03, 4.0, 47
2, 0.03, 5.0, 42
2, 0.03, 6.0, 25
2, 0.03, 7.0, 13
2, 0.03, 134.0, 3
2, 0.03, 131.0, 1
2, 0.03, 0.0, 1345
2, 0.04, 1.0, 854
2, 0.04, 8.0, 17
2, 0.04, 9.0, 31
2, 0.04, 10.0, 12
2, 0.04, 11.0, 5
2, 0.04, 12.0, 1
2, 0.04, 13.0, 9
2, 0.04, 14.0, 15
2, 0.04, 15.0, 1
2, 0.04, 16.0, 7
2, 0.04, 17.0, 6
2, 0.04, 18.0, 1
2, 0.04, 19.0, 26
2, 0.04, 20.0, 14
2, 0.04, 23.0, 5
2, 0.04, 24.0, 8
2, 0.04, 26.0, 20
2, 0.04, 27.0, 1
2, 0.04, 30.0, 5
2, 0.04, 36.0, 1
2, 0.04, 37.0, 4
2, 0.04, 39.0, 4
2, 0.04, 40.0, 1
2, 0.04, 41.0, 20
2, 0.04, 42.0, 4
2, 0.04, 47.0, 13
2, 0.04, 48.0, 2
2, 0.04, 50.0, 8
2, 0.04, 51.0, 41
2, 0.04, 57.0, 4
2, 0.04, 94.0, 5
2, 0.04, 2.0, 289
2, 0.04, 3.0, 203
2, 0.04, 4.0, 72
2, 0.04, 5.0, 74
2, 0.04, 6.0, 35
2, 0.04, 7.0, 29
2, 0.04, 134.0, 4
2, 0.04, 0.0, 2563
2, 0.05, 1.0, 930
2, 0.05, 8.0, 44
2, 0.05, 9.0, 41
2, 0.05, 10.0, 16
2, 0.05, 11.0, 8
2, 0.05, 12.0, 1
2, 0.05, 13.0, 7
2, 0.05, 14.0, 14
2, 0.05, 15.0, 4
2, 0.05, 16.0, 6
2, 0.05, 17.0, 15
2, 0.05, 18.0, 3
2, 0.05, 19.0, 38
2, 0.05, 20.0, 11
2, 0.05, 22.0, 1
2, 0.05, 23.0, 11
2, 0.05, 24.0, 7
2, 0.05, 25.0, 1
2, 0.05, 26.0, 27
2, 0.05, 28.0, 1
2, 0.05, 29.0, 1
2, 0.05, 30.0, 5
2, 0.05, 37.0, 4
2, 0.05, 38.0, 1
2, 0.05, 41.0, 33
2, 0.05, 42.0, 4
2, 0.05, 45.0, 3
2, 0.05, 46.0, 1
2, 0.05, 47.0, 4
2, 0.05, 48.0, 1
2, 0.05, 49.0, 5
2, 0.05, 50.0, 11
2, 0.05, 51.0, 41
2, 0.05, 57.0, 5
2, 0.05, 59.0, 1
2, 0.05, 94.0, 7
2, 0.05, 2.0, 425
2, 0.05, 3.0, 200
2, 0.05, 4.0, 101
2, 0.05, 5.0, 91
2, 0.05, 6.0, 40
2, 0.05, 7.0, 28
2, 0.05, 132.0, 1
2, 0.05, 134.0, 5
2, 0.05, 0.0, 2846
2, 0.06, 1.0, 1282
2, 0.06, 8.0, 37
2, 0.06, 9.0, 32
2, 0.06, 10.0, 29
2, 0.06, 11.0, 4
2, 0.06, 12.0, 3
2, 0.06, 13.0, 17
2, 0.06, 14.0, 15
2, 0.06, 15.0, 5
2, 0.06, 16.0, 6
2, 0.06, 17.0, 17
2, 0.06, 18.0, 5
2, 0.06, 19.0, 26
2, 0.06, 20.0, 13
2, 0.06, 21.0, 1
2, 0.06, 22.0, 3
2, 0.06, 23.0, 9
2, 0.06, 24.0, 1
2, 0.06, 25.0, 4
2, 0.06, 26.0, 27
2, 0.06, 28.0, 1
2, 0.06, 29.0, 1
2, 0.06, 30.0, 7
2, 0.06, 34.0, 1
2, 0.06, 36.0, 2
2, 0.06, 37.0, 8
2, 0.06, 38.0, 1
2, 0.06, 39.0, 2
2, 0.06, 40.0, 5
2, 0.06, 41.0, 24
2, 0.06, 42.0, 3
2, 0.06, 44.0, 2
2, 0.06, 45.0, 1
2, 0.06, 46.0, 3
2, 0.06, 47.0, 18
2, 0.06, 48.0, 2
2, 0.06, 49.0, 3
2, 0.06, 50.0, 8
2, 0.06, 51.0, 37
2, 0.06, 56.0, 1
2, 0.06, 57.0, 4
2, 0.06, 59.0, 2
2, 0.06, 93.0, 4
2, 0.06, 92.0, 1
2, 0.06, 94.0, 7
2, 0.06, 2.0, 393
2, 0.06, 3.0, 239
2, 0.06, 4.0, 105
2, 0.06, 5.0, 102
2, 0.06, 6.0, 70
2, 0.06, 7.0, 29
2, 0.06, 133.0, 1
2, 0.06, 134.0, 8
2, 0.06, 131.0, 1
2, 0.06, 0.0, 2950
2, 0.07, 1.0, 1481
2, 0.07, 8.0, 21
2, 0.07, 9.0, 37
2, 0.07, 10.0, 26
2, 0.07, 11.0, 11
2, 0.07, 12.0, 1
2, 0.07, 13.0, 14
2, 0.07, 14.0, 24
2, 0.07, 15.0, 3
2, 0.07, 16.0, 6
2, 0.07, 17.0, 26
2, 0.07, 18.0, 7
2, 0.07, 19.0, 27
2, 0.07, 20.0, 16
2, 0.07, 21.0, 2
2, 0.07, 22.0, 3
2, 0.07, 23.0, 7
2, 0.07, 24.0, 7
2, 0.07, 25.0, 3
2, 0.07, 26.0, 24
2, 0.07, 28.0, 3
2, 0.07, 29.0, 2
2, 0.07, 30.0, 9
2, 0.07, 36.0, 1
2, 0.07, 37.0, 7
2, 0.07, 38.0, 1
2, 0.07, 39.0, 1
2, 0.07, 40.0, 5
2, 0.07, 41.0, 24
2, 0.07, 42.0, 4
2, 0.07, 44.0, 1
2, 0.07, 45.0, 1
2, 0.07, 46.0, 4
2, 0.07, 47.0, 23
2, 0.07, 48.0, 2
2, 0.07, 49.0, 2
2, 0.07, 50.0, 10
2, 0.07, 51.0, 43
2, 0.07, 57.0, 6
2, 0.07, 58.0, 1
2, 0.07, 59.0, 2
2, 0.07, 92.0, 1
2, 0.07, 94.0, 10
2, 0.07, 2.0, 546
2, 0.07, 3.0, 256
2, 0.07, 4.0, 150
2, 0.07, 5.0, 134
2, 0.07, 6.0, 65
2, 0.07, 7.0, 38
2, 0.07, 134.0, 7
2, 0.07, 0.0, 3926
2, 0.08, 1.0, 2154
2, 0.08, 8.0, 40
2, 0.08, 9.0, 83
2, 0.08, 10.0, 39
2, 0.08, 11.0, 20
2, 0.08, 12.0, 3
2, 0.08, 13.0, 23
2, 0.08, 14.0, 31
2, 0.08, 15.0, 7
2, 0.08, 16.0, 17
2, 0.08, 17.0, 36
2, 0.08, 18.0, 9
2, 0.08, 19.0, 34
2, 0.08, 20.0, 11
2, 0.08, 21.0, 2
2, 0.08, 22.0, 4
2, 0.08, 23.0, 18
2, 0.08, 24.0, 7
2, 0.08, 25.0, 7
2, 0.08, 26.0, 34
2, 0.08, 27.0, 2
2, 0.08, 28.0, 4
2, 0.08, 30.0, 17
2, 0.08, 35.0, 1
2, 0.08, 36.0, 2
2, 0.08, 37.0, 13
2, 0.08, 38.0, 3
2, 0.08, 39.0, 1
2, 0.08, 40.0, 9
2, 0.08, 41.0, 37
2, 0.08, 42.0, 9
2, 0.08, 43.0, 1
2, 0.08, 45.0, 1
2, 0.08, 46.0, 4
2, 0.08, 47.0, 27
2, 0.08, 48.0, 3
2, 0.08, 49.0, 8
2, 0.08, 50.0, 22
2, 0.08, 51.0, 51
2, 0.08, 56.0, 2
2, 0.08, 57.0, 15
2, 0.08, 58.0, 3
2, 0.08, 59.0, 6
2, 0.08, 93.0, 2
2, 0.08, 92.0, 2
2, 0.08, 94.0, 16
2, 0.08, 2.0, 995
2, 0.08, 3.0, 370
2, 0.08, 4.0, 183
2, 0.08, 5.0, 196
2, 0.08, 6.0, 106
2, 0.08, 7.0, 56
2, 0.08, 132.0, 1
2, 0.08, 133.0, 1
2, 0.08, 134.0, 17
2, 0.08, 0.0, 5729
2, 0.09, 1.0, 3371
2, 0.09, 8.0, 62
2, 0.09, 9.0, 90
2, 0.09, 10.0, 37
2, 0.09, 11.0, 17
2, 0.09, 12.0, 9
2, 0.09, 13.0, 26
2, 0.09, 14.0, 41
2, 0.09, 15.0, 8
2, 0.09, 16.0, 19
2, 0.09, 17.0, 43
2, 0.09, 18.0, 8
2, 0.09, 19.0, 32
2, 0.09, 20.0, 11
2, 0.09, 21.0, 1
2, 0.09, 22.0, 3
2, 0.09, 23.0, 20
2, 0.09, 24.0, 12
2, 0.09, 25.0, 4
2, 0.09, 26.0, 26
2, 0.09, 28.0, 4
2, 0.09, 29.0, 5
2, 0.09, 30.0, 12
2, 0.09, 35.0, 2
2, 0.09, 36.0, 4
2, 0.09, 37.0, 8
2, 0.09, 39.0, 3
2, 0.09, 40.0, 2
2, 0.09, 41.0, 34
2, 0.09, 42.0, 4
2, 0.09, 43.0, 1
2, 0.09, 44.0, 1
2, 0.09, 45.0, 1
2, 0.09, 46.0, 3
2, 0.09, 47.0, 29
2, 0.09, 48.0, 3
2, 0.09, 49.0, 6
2, 0.09, 50.0, 17
2, 0.09, 51.0, 40
2, 0.09, 55.0, 1
2, 0.09, 56.0, 4
2, 0.09, 57.0, 6
2, 0.09, 58.0, 1
2, 0.09, 59.0, 3
2, 0.09, 88.0, 1
2, 0.09, 90.0, 1
2, 0.09, 91.0, 2
2, 0.09, 93.0, 3
2, 0.09, 94.0, 17
2, 0.09, 2.0, 1183
2, 0.09, 3.0, 581
2, 0.09, 4.0, 331
2, 0.09, 5.0, 239
2, 0.09, 6.0, 118
2, 0.09, 7.0, 67
2, 0.09, 132.0, 2
2, 0.09, 133.0, 5
2, 0.09, 134.0, 12
2, 0.09, 0.0, 6337
2, 0.1, 1.0, 3790
2, 0.1, 8.0, 67
2, 0.1, 9.0, 110
2, 0.1, 10.0, 56
2, 0.1, 11.0, 22
2, 0.1, 12.0, 9
2, 0.1, 13.0, 37
2, 0.1, 14.0, 54
2, 0.1, 15.0, 9
2, 0.1, 16.0, 20
2, 0.1, 17.0, 54
2, 0.1, 18.0, 6
2, 0.1, 19.0, 39
2, 0.1, 20.0, 11
2, 0.1, 21.0, 2
2, 0.1, 22.0, 7
2, 0.1, 23.0, 26
2, 0.1, 24.0, 23
2, 0.1, 25.0, 4
2, 0.1, 26.0, 28
2, 0.1, 27.0, 4
2, 0.1, 28.0, 7
2, 0.1, 29.0, 4
2, 0.1, 30.0, 19
2, 0.1, 32.0, 1
2, 0.1, 36.0, 2
2, 0.1, 37.0, 16
2, 0.1, 39.0, 3
2, 0.1, 40.0, 6
2, 0.1, 41.0, 35
2, 0.1, 42.0, 11
2, 0.1, 44.0, 1
2, 0.1, 45.0, 1
2, 0.1, 46.0, 6
2, 0.1, 47.0, 38
2, 0.1, 48.0, 3
2, 0.1, 49.0, 6
2, 0.1, 50.0, 31
2, 0.1, 51.0, 29
2, 0.1, 52.0, 1
2, 0.1, 53.0, 1
2, 0.1, 54.0, 1
2, 0.1, 55.0, 1
2, 0.1, 56.0, 7
2, 0.1, 57.0, 15
2, 0.1, 58.0, 1
2, 0.1, 59.0, 5
2, 0.1, 89.0, 1
2, 0.1, 93.0, 4
2, 0.1, 92.0, 1
2, 0.1, 94.0, 22
2, 0.1, 2.0, 1207
2, 0.1, 3.0, 648
2, 0.1, 4.0, 419
2, 0.1, 5.0, 424
2, 0.1, 6.0, 182
2, 0.1, 7.0, 114
2, 0.1, 129.0, 1
2, 0.1, 128.0, 1
2, 0.1, 133.0, 3
2, 0.1, 134.0, 9
2, 0.1, 131.0, 1
2, 0.1, 0.0, 7941
2, 0.11, 1.0, 3903
2, 0.11, 8.0, 57
2, 0.11, 9.0, 137
2, 0.11, 10.0, 62
2, 0.11, 11.0, 24
2, 0.11, 12.0, 8
2, 0.11, 13.0, 42
2, 0.11, 14.0, 57
2, 0.11, 15.0, 9
2, 0.11, 16.0, 31
2, 0.11, 17.0, 43
2, 0.11, 18.0, 8
2, 0.11, 19.0, 45
2, 0.11, 20.0, 14
2, 0.11, 21.0, 1
2, 0.11, 22.0, 5
2, 0.11, 23.0, 26
2, 0.11, 24.0, 11
2, 0.11, 25.0, 11
2, 0.11, 26.0, 41
2, 0.11, 27.0, 3
2, 0.11, 28.0, 7
2, 0.11, 29.0, 3
2, 0.11, 30.0, 21
2, 0.11, 31.0, 1
2, 0.11, 33.0, 2
2, 0.11, 34.0, 2
2, 0.11, 35.0, 4
2, 0.11, 36.0, 4
2, 0.11, 37.0, 19
2, 0.11, 38.0, 4
2, 0.11, 39.0, 3
2, 0.11, 40.0, 9
2, 0.11, 41.0, 36
2, 0.11, 42.0, 16
2, 0.11, 44.0, 2
2, 0.11, 45.0, 1
2, 0.11, 46.0, 4
2, 0.11, 47.0, 20
2, 0.11, 49.0, 6
2, 0.11, 50.0, 22
2, 0.11, 51.0, 21
2, 0.11, 53.0, 1
2, 0.11, 55.0, 2
2, 0.11, 56.0, 4
2, 0.11, 57.0, 12
2, 0.11, 58.0, 1
2, 0.11, 59.0, 10
2, 0.11, 89.0, 1
2, 0.11, 93.0, 3
2, 0.11, 94.0, 22
2, 0.11, 2.0, 1533
2, 0.11, 3.0, 820
2, 0.11, 4.0, 641
2, 0.11, 5.0, 502
2, 0.11, 6.0, 223
2, 0.11, 7.0, 106
2, 0.11, 130.0, 2
2, 0.11, 132.0, 2
2, 0.11, 133.0, 4
2, 0.11, 134.0, 21
2, 0.11, 131.0, 1
2, 0.11, 0.0, 8501
2, 0.12, 1.0, 3195
2, 0.12, 8.0, 55
2, 0.12, 9.0, 106
2, 0.12, 10.0, 46
2, 0.12, 11.0, 20
2, 0.12, 12.0, 8
2, 0.12, 13.0, 34
2, 0.12, 14.0, 58
2, 0.12, 15.0, 10
2, 0.12, 16.0, 16
2, 0.12, 17.0, 49
2, 0.12, 18.0, 14
2, 0.12, 19.0, 35
2, 0.12, 20.0, 14
2, 0.12, 21.0, 3
2, 0.12, 22.0, 2
2, 0.12, 23.0, 24
2, 0.12, 24.0, 17
2, 0.12, 25.0, 11
2, 0.12, 26.0, 29
2, 0.12, 27.0, 2
2, 0.12, 28.0, 8
2, 0.12, 29.0, 6
2, 0.12, 30.0, 14
2, 0.12, 32.0, 1
2, 0.12, 35.0, 2
2, 0.12, 36.0, 3
2, 0.12, 37.0, 13
2, 0.12, 38.0, 2
2, 0.12, 39.0, 4
2, 0.12, 40.0, 12
2, 0.12, 41.0, 37
2, 0.12, 42.0, 8
2, 0.12, 44.0, 2
2, 0.12, 45.0, 4
2, 0.12, 46.0, 2
2, 0.12, 47.0, 23
2, 0.12, 48.0, 2
2, 0.12, 49.0, 3
2, 0.12, 50.0, 20
2, 0.12, 51.0, 31
2, 0.12, 52.0, 1
2, 0.12, 55.0, 3
2, 0.12, 56.0, 1
2, 0.12, 57.0, 17
2, 0.12, 58.0, 1
2, 0.12, 59.0, 2
2, 0.12, 91.0, 1
2, 0.12, 93.0, 2
2, 0.12, 94.0, 18
2, 0.12, 2.0, 1231
2, 0.12, 3.0, 600
2, 0.12, 4.0, 413
2, 0.12, 5.0, 403
2, 0.12, 6.0, 161
2, 0.12, 7.0, 106
2, 0.12, 129.0, 1
2, 0.12, 132.0, 1
2, 0.12, 133.0, 1
2, 0.12, 134.0, 15
2, 0.12, 0.0, 7072
2, 0.13, 1.0, 3811
2, 0.13, 8.0, 69
2, 0.13, 9.0, 150
2, 0.13, 10.0, 74
2, 0.13, 11.0, 41
2, 0.13, 12.0, 6
2, 0.13, 13.0, 41
2, 0.13, 14.0, 58
2, 0.13, 15.0, 14
2, 0.13, 16.0, 26
2, 0.13, 17.0, 61
2, 0.13, 18.0, 6
2, 0.13, 19.0, 39
2, 0.13, 20.0, 14
2, 0.13, 21.0, 6
2, 0.13, 22.0, 5
2, 0.13, 23.0, 23
2, 0.13, 24.0, 13
2, 0.13, 25.0, 7
