category,x_var,y_var,weight
4, 113, 1500, 3
4, 113, 3700, 1
4, 114, 1400, 3
4, 114, 2500, 1
4, 114, 3600, 1
4, 114, 920, 1
4, 115, 1300, 4
4, 115, 2400, 2
4, 115, 4600, 1
4, 116, 1200, 2
4, 116, 2300, 1
4, 116, 4500, 3
4, 116, 900, 1
4, 117, 1100, 2
4, 117, 2200, 1
4, 117, 4400, 1
4, 1171, 2300, 1
4, 118, 1000, 2
4, 118, 4300, 1
4, 118, 5400, 1
4, 119, 2000, 3
4, 119, 3100, 1
4, 12, 6000, 3
4, 12, 7100, 1
4, 12, 71, 3
4, 12, 82, 1
4, 12, 9300, 1
4, 12, 93, 1
4, 120, 1900, 2
4, 120, 750, 1
4, 120, 860, 2
4, 121, 1800, 1
4, 121, 630, 1
4, 122, 1700, 1
4, 122, 2800, 4
4, 122, 620, 1
4, 123, 1600, 1
4, 123, 4900, 1
4, 124, 2600, 1
4, 124, 3700, 1
4, 124, 4800, 1
4, 124, 5900, 1
4, 124, 930, 1
4, 125, 2500, 3
4, 125, 4700, 1
4, 125, 920, 3
4, 126, 3500, 2
4, 127, 1200, 3
4, 127, 3400, 1
4, 128, 1100, 4
4, 128, 2200, 1
4, 128, 4400, 1
4, 129, 1000, 1
4, 129, 2100, 2
4, 129, 3200, 1
4, 13, 7000, 2
4, 13, 8100, 2
4, 13, 81, 2
4, 13, 92, 2
4, 130, 10000, 1
4, 130, 320, 1
4, 130, 650, 1
4, 131, 1900, 4
4, 131, 200, 1
4, 131, 750, 1
4, 131, 970, 1
4, 132, 1800, 1
4, 132, 2900, 1
4, 133, 1700, 2
4, 133, 2800, 3
4, 133, 730, 1
4, 134, 1600, 3
4, 134, 3800, 2
4, 134, 4900, 1
4, 135, 1500, 1
4, 135, 2600, 1
4, 135, 3700, 1
4, 135, 710, 1
4, 135, 930, 1
4, 136, 1400, 2
4, 136, 4700, 2
4, 136, 6900, 1
4, 137, 1300, 4
4, 137, 2400, 1
4, 137, 3500, 1
4, 137, 5700, 1
4, 138, 1200, 3
4, 138, 21800, 1
4, 138, 2300, 1
4, 138, 3400, 1
4, 139, 1100, 1
4, 139, 3300, 1
4, 139, 8800, 1
4, 14, 8000, 1
4, 14, 9100, 1
4, 14, 91, 1
4, 140, 220, 1
4, 141, 10000, 1
4, 141, 12200, 1
4, 142, 530, 1
4, 142, 970, 1
4, 143, 410, 1
4, 143, 960, 1
4, 144, 1700, 4
4, 145, 3800, 1
4, 146, 1500, 2
4, 146, 2600, 2
4, 146, 3700, 1
4, 146, 710, 1
4, 147, 1400, 1
4, 147, 2500, 1
4, 147, 700, 1
4, 148, 10700, 1
4, 148, 3500, 2
4, 148, 6800, 1
4, 149, 1200, 1
4, 149, 2300, 1
4, 15, 90, 1
4, 150, 560, 1
4, 152, 430, 1
4, 152, 760, 1
4, 152, 980, 1
4, 153, 640, 1
4, 153, 970, 1
4, 154, 1800, 2
4, 155, 1700, 1
4, 156, 1600, 2
4, 156, 2700, 1
4, 156, 720, 1
4, 157, 710, 1
4, 158, 1400, 1
4, 158, 2500, 1
4, 158, 4700, 1
4, 158, 5800, 1
4, 158, 920, 1
4, 159, 1300, 1
4, 159, 7900, 1
4, 159, 800, 1
4, 161, 560, 1
4, 162, 17600, 1
4, 164, 1900, 2
4, 166, 1700, 1
4, 166, 3900, 1
4, 167, 11500, 1
4, 167, 1600, 1
4, 168, 1500, 3
4, 168, 2600, 1
4, 168, 4800, 2
4, 169, 1400, 1
4, 171, 790, 1
4, 173, 440, 1
4, 174, 540, 1
4, 174, 870, 1
4, 175, 1900, 1
4, 175, 200, 1
4, 176, 10200, 1
4, 177, 2800, 1
4, 177, 3900, 1
4, 177, 950, 1
4, 178, 1600, 1
4, 179, 3700, 1
4, 181, 250, 1
4, 182, 350, 1
4, 183, 450, 1
4, 1838, 270, 1
4, 184, 990, 1
4, 185, 540, 1
4, 186, 14500, 1
4, 186, 200, 1
4, 186, 32100, 1
4, 187, 1800, 1
4, 187, 2900, 1
4, 188, 1700, 1
4, 189, 1600, 3
4, 189, 2700, 1
4, 194, 670, 1
4, 198, 1800, 1
4, 198, 960, 1
4, 199, 3900, 2
4, 2, 10400, 3
4, 2, 11500, 2
4, 2, 12600, 1
4, 2, 1600, 1488
4, 2, 16, 3
4, 2, 2700, 363
4, 2, 27, 2
4, 2, 3800, 149
4, 2, 38, 2
4, 2, 4900, 50
4, 2, 49, 2
4, 2, 500, 1032
4, 2, 610, 851
4, 2, 720, 677
4, 2, 830, 507
4, 2, 940, 470
4, 20, 3000, 22
4, 20, 4100, 10
4, 20, 5200, 6
4, 20, 6300, 1
4, 20, 85, 1
4, 20, 96, 1
4, 200, 1600, 1
4, 202, 1400, 1
4, 202, 2500, 1
4, 203, 1300, 2
4, 203, 2400, 1
4, 204, 1200, 1
4, 204, 2300, 2
4, 2048, 7000, 1
4, 205, 1100, 1
4, 205, 2200, 1
4, 206, 1000, 1
4, 207, 2000, 1
4, 207, 3100, 1
4, 208, 4100, 1
4, 209, 6200, 1
4, 21, 4000, 14
4, 21, 5100, 5
4, 21, 6200, 3
4, 21, 7300, 1
4, 21, 9500, 1
4, 21, 95, 2
4, 210, 950, 1
4, 211, 2700, 1
4, 211, 3800, 1
4, 212, 10500, 1
4, 212, 1500, 3
4, 213, 2500, 1
4, 213, 4700, 1
4, 214, 1300, 2
4, 214, 2400, 1
4, 215, 1200, 3
4, 216, 1100, 1
4, 216, 2200, 1
4, 217, 1000, 1
4, 217, 2100, 1
4, 2170, 1400, 1
4, 218, 3100, 1
4, 218, 5300, 1
4, 22, 5000, 4
4, 22, 6100, 2
4, 22, 7200, 4
4, 22, 9400, 2
4, 220, 1800, 2
4, 221, 3900, 1
4, 222, 1600, 2
4, 222, 2700, 1
4, 223, 1500, 1
4, 223, 2600, 1
4, 223, 930, 1
4, 224, 1400, 2
4, 224, 3600, 1
4, 226, 5600, 1
4, 227, 1100, 3
4, 228, 1000, 1
4, 228, 2100, 1
4, 229, 3100, 1
4, 229, 5300, 1
4, 23, 6000, 4
4, 23, 7100, 1
4, 23, 8200, 2
4, 230, 1900, 1
4, 231, 410, 1
4, 231, 740, 1
4, 232, 1700, 1
4, 232, 620, 1
4, 233, 1600, 1
4, 233, 2700, 1
4, 233, 3800, 1
4, 233, 720, 1
4, 235, 2500, 2
4, 239, 1000, 1
4, 239, 5400, 1
4, 24, 8100, 2
4, 24, 81, 1
4, 24, 9200, 2
4, 245, 1500, 2
4, 245, 3700, 1
4, 245, 600, 1
4, 247, 5700, 1
4, 247, 6800, 1
4, 248, 1200, 1
4, 249, 3300, 2
4, 249, 4400, 1
4, 249, 8800, 1
4, 250, 0, 1
4, 251, 11100, 1
4, 254, 2800, 1
4, 255, 2700, 1
4, 26, 9000, 2
4, 260, 14200, 1
4, 261, 0, 1
4, 262, 980, 1
4, 263, 1900, 1
4, 266, 3800, 1
4, 266, 4900, 1
4, 267, 5900, 1
4, 268, 1400, 1
4, 268, 5800, 2
4, 269, 3500, 1
4, 269, 6800, 1
4, 274, 1900, 1
4, 275, 1800, 2
4, 276, 1700, 1
4, 277, 1600, 1
4, 277, 2700, 1
4, 278, 1500, 1
4, 285, 10100, 1
4, 285, 1900, 1
4, 285, 530, 1
4, 287, 3900, 1
4, 288, 1600, 1
4, 288, 3800, 1
4, 288, 610, 1
4, 291, 250, 1
4, 293, 560, 1
4, 297, 2900, 1
4, 297, 520, 1
4, 299, 3800, 1
4, 3, 11600, 1
4, 3, 1500, 1128
4, 3, 15, 2
4, 3, 2600, 348
4, 3, 26, 1
4, 3, 3700, 114
4, 3, 4800, 38
4, 3, 48, 2
4, 3, 5900, 11
4, 3, 59, 5
4, 3, 600, 498
4, 3, 6, 1
4, 3, 710, 432
4, 3, 820, 336
4, 3, 930, 273
4, 30, 2000, 23
4, 30, 3100, 9
4, 30, 4200, 4
4, 30, 5300, 1
4, 30, 7500, 1
4, 302, 1300, 1
4, 304, 2200, 1
4, 305, 2100, 1
4, 306, 7500, 1
4, 31, 3000, 13
4, 31, 4100, 6
4, 31, 5200, 6
4, 31, 6300, 1
4, 311, 32500, 1
4, 311, 4800, 1
4, 315, 1100, 1
4, 316, 3200, 1
4, 32, 4000, 9
4, 32, 5100, 2
4, 32, 6200, 2
4, 320, 1700, 1
4, 321, 4900, 1
4, 323, 3600, 1
4, 327, 1000, 1
4, 327, 2100, 1
4, 33, 5000, 4
4, 33, 6100, 2
4, 336, 8900, 1
4, 338, 5400, 1
4, 338, 8700, 1
4, 34, 6000, 2
4, 34, 7100, 1
4, 344, 1500, 1
4, 344, 2600, 1
4, 35, 8100, 1
4, 36, 9100, 1
4, 361, 13300, 1
4, 367, 2500, 2
4, 367, 3600, 1
4, 368, 7900, 1
4, 369, 11900, 1
4, 37, 9000, 1
4, 384, 1900, 1
4, 385, 1800, 1
4, 4, 10600, 1
4, 4, 11700, 3
4, 4, 12800, 1
4, 4, 1400, 1029
4, 4, 2500, 297
4, 4, 3600, 113
4, 4, 4700, 41
4, 4, 5800, 20
4, 4, 6900, 11
4, 4, 69, 8
4, 4, 700, 264
4, 4, 810, 228
4, 4, 920, 238
4, 40, 1000, 26
4, 40, 2100, 15
4, 40, 3200, 9
4, 40, 4300, 4
4, 40, 5400, 2
4, 40, 6500, 1
4, 40, 9800, 1
4, 402, 7800, 1
4, 405, 4200, 1
4, 406, 4100, 1
4, 407, 8400, 1
4, 41, 2000, 8
4, 41, 3100, 7
4, 41, 4200, 1
4, 41, 5300, 2
4, 41, 6400, 2
4, 41, 7500, 1
4, 411, 3600, 1
4, 412, 3500, 1
4, 414, 2200, 1
4, 42, 3000, 4
4, 42, 4100, 3
4, 42, 6300, 3
4, 42, 7400, 1
4, 42, 8500, 1
4, 420, 2700, 2
4, 425, 1100, 1
4, 428, 6300, 1
4, 43, 4000, 3
4, 43, 5100, 3
4, 43, 62, 1
4, 43, 7300, 2
4, 43, 8400, 1
4, 43, 9500, 1
4, 43, 95, 1
4, 430, 1700, 1
4, 430, 2800, 1
4, 430, 730, 1
4, 432, 11600, 1
4, 439, 5200, 1
4, 44, 5000, 2
4, 44, 6100, 1
4, 44, 7200, 2
4, 44, 9400, 1
4, 446, 1200, 1
4, 45, 6000, 2
4, 45, 8200, 1
4, 459, 2100, 1
4, 46, 8100, 1
4, 464, 2700, 1
4, 466, 1400, 1
4, 47, 8000, 1
4, 475, 2700, 1
4, 495, 2900, 1
4, 499, 3600, 1
4, 5, 10700, 1
4, 5, 11800, 2
4, 5, 1300, 836
4, 5, 2400, 256
4, 5, 24, 1
4, 5, 3500, 99
4, 5, 35, 1
4, 5, 4600, 36
4, 5, 5700, 14
4, 5, 57, 1
4, 5, 6800, 9
4, 5, 68, 2
4, 5, 7900, 3
4, 5, 79, 7
4, 5, 800, 149
4, 5, 910, 151
4, 50, 1100, 20
4, 50, 2200, 6
4, 50, 3300, 2
4, 50, 5500, 3
4, 50, 7700, 1
4, 51, 1000, 14
4, 51, 2100, 6
4, 51, 3200, 5
4, 51, 4300, 3
4, 51, 9800, 1
4, 52, 2000, 10
4, 52, 3100, 4
4, 52, 5300, 1
4, 52, 7500, 1
4, 525, 3200, 1
4, 53, 3000, 4
4, 53, 4100, 1
4, 53, 7400, 1
4, 530, 940, 1
4, 533, 1300, 1
4, 535, 6600, 1
4, 54, 4000, 5
4, 54, 5100, 4
4, 54, 6200, 1
4, 55, 5000, 2
4, 55, 6100, 1
4, 55, 7200, 1
4, 55, 8300, 1
4, 56, 6000, 3
4, 560, 10100, 1
4, 57, 7000, 1
4, 57, 8100, 1
4, 588, 3500, 1
4, 595, 510, 1
4, 6, 10800, 2
4, 6, 1200, 661
4, 6, 2300, 190
4, 6, 23, 1
4, 6, 3400, 102
4, 6, 4500, 33
4, 6, 45, 1
4, 6, 5600, 12
4, 6, 6700, 3
4, 6, 67, 3
4, 6, 7800, 8
4, 6, 78, 2
4, 6, 8900, 2
4, 6, 89, 9
4, 6, 900, 100
4, 60, 1200, 8
4, 60, 2300, 4
4, 60, 3400, 2
4, 60, 5600, 2
4, 60, 6700, 1
4, 60, 8900, 1
4, 60, 900, 1
4, 603, 7500, 1
4, 61, 1100, 11
4, 61, 2200, 8
4, 61, 3300, 3
4, 61, 4400, 3
4, 61, 8800, 1
4, 613, 4300, 1
4, 614, 2000, 1
4, 62, 1000, 13
4, 62, 2100, 7
4, 62, 3200, 1
4, 62, 4300, 2
4, 62, 9800, 1
4, 620, 1400, 1
4, 626, 5200, 1
4, 63, 2000, 7
4, 63, 3100, 6
4, 63, 4200, 1
4, 63, 6400, 1
4, 6310, 31900, 1
4, 634, 2200, 1
4, 64, 3000, 3
4, 64, 4100, 1
4, 64, 5200, 1
4, 64, 6300, 1
4, 65, 4000, 2
4, 65, 5100, 1
4, 65, 9500, 1
4, 650, 2800, 1
4, 651, 3800, 1
4, 66, 5000, 2
4, 668, 6500, 1
4, 67, 7100, 1
4, 676, 2400, 1
4, 68, 8100, 1
4, 689, 3300, 1
4, 690, 880, 1
4, 7, 1100, 581
4, 7, 2200, 197
4, 7, 3300, 76
4, 7, 4400, 30
4, 7, 5500, 11
4, 7, 6600, 7
4, 7, 7700, 2
4, 7, 77, 3
4, 7, 8800, 2
4, 7, 88, 7
4, 7, 99, 6
4, 70, 1300, 11
4, 70, 2400, 3
4, 70, 3500, 2
4, 70, 4600, 3
4, 70, 5700, 1
4, 70, 6800, 2
4, 70, 800, 1
4, 70, 910, 1
4, 702, 3100, 1
4, 707, 9200, 1
4, 71, 1200, 11
4, 71, 2300, 2
4, 71, 3400, 1
4, 71, 900, 1
4, 72, 1100, 7
4, 72, 2200, 4
4, 72, 3300, 2
4, 72, 4400, 1
4, 72, 6600, 1
4, 73, 1000, 6
4, 73, 2100, 3
4, 73, 3200, 4
4, 73, 4300, 2
4, 74, 2000, 1
4, 74, 3100, 1
4, 74, 4200, 1
4, 74, 5300, 1
4, 746, 5300, 1
4, 75, 3000, 2
4, 75, 4100, 1
4, 753, 2400, 1
4, 76, 4000, 3
4, 76, 6200, 1
4, 76, 7300, 1
4, 77, 5000, 3
4, 77, 8300, 2
4, 78, 6000, 1
4, 78, 8200, 1
4, 79, 92, 1
4, 797, 910, 1
4, 8, 1000, 532
4, 8, 2100, 165
4, 8, 3200, 87
4, 8, 4300, 31
4, 8, 5400, 15
4, 8, 6500, 15
4, 8, 7600, 4
4, 8, 76, 2
4, 8, 8700, 2
4, 8, 87, 5
4, 8, 9800, 2
4, 8, 98, 7
4, 80, 1400, 5
4, 80, 2500, 1
4, 80, 3600, 1
4, 80, 4700, 1
4, 80, 700, 1
4, 80, 920, 2
4, 81, 1300, 4
4, 81, 2400, 1
4, 81, 3500, 3
4, 81, 4600, 1
4, 81, 5700, 3
4, 81, 800, 1
4, 811, 2100, 1
4, 814, 7300, 1
4, 82, 1200, 6
4, 82, 2300, 5
4, 82, 5600, 1
4, 82, 6700, 2
4, 83, 1100, 5
4, 83, 2200, 2
4, 83, 3300, 3
4, 83, 4400, 3
4, 832, 3300, 1
4, 84, 1000, 8
4, 84, 2100, 4
4, 84, 3200, 2
4, 84, 4300, 1
4, 84, 9800, 1
4, 845, 7500, 1
4, 85, 2000, 5
4, 85, 3100, 2
4, 85, 4200, 1
4, 85, 42, 1
4, 85, 5300, 1
4, 85, 6400, 1
4, 86, 6300, 1
4, 87, 7300, 1
4, 874, 2400, 1
4, 876, 4400, 1
4, 88, 5000, 2
4, 88, 7200, 1
4, 889, 2000, 1
4, 89, 8200, 1
4, 893, 2700, 1
4, 9, 2000, 166
4, 9, 3100, 49
4, 9, 4200, 29
4, 9, 5300, 14
4, 9, 6400, 9
4, 9, 7500, 1
4, 9, 75, 2
4, 9, 8600, 4
4, 9, 9700, 1
4, 9, 97, 1
4, 90, 13800, 1
4, 90, 1500, 2
4, 90, 2600, 5
4, 90, 710, 1
4, 90, 930, 1
4, 91, 1400, 6
4, 91, 2500, 3
4, 91, 4700, 1
4, 91, 920, 1
4, 913, 4000, 1
4, 92, 11800, 1
4, 92, 1300, 7
4, 92, 2400, 4
4, 92, 3500, 1
4, 92, 4600, 1
4, 92, 5700, 1
4, 93, 1200, 2
4, 93, 2300, 1
4, 93, 3400, 1
4, 94, 1100, 4
4, 94, 3300, 2
4, 94, 4400, 2
4, 94, 5500, 1
4, 95, 1000, 1
4, 95, 2100, 2
4, 95, 7600, 2
4, 958, 6100, 1
4, 96, 2000, 3
4, 96, 3100, 3
4, 97, 3000, 2
4, 97, 5200, 2
4, 976, 3200, 1
4, 98, 4000, 1
4, 98, 5100, 2
4, 98, 6200, 1
5, 0, 10100, 1
5, 0, 11200, 2
5, 0, 12300, 1
5, 0, 15600, 1
5, 0, 1900, 2643
5, 0, 19, 180
5, 0, 200, 24322
5, 0, 2, 26
5, 0, 310, 13765
5, 0, 420, 8787
5, 0, 530, 5761
5, 0, 640, 4134
5, 0, 750, 2965
5, 0, 860, 2338
5, 0, 970, 1770
5, 1, 10200, 1
5, 1, 11300, 3
5, 1, 12400, 2
5, 1, 13500, 3
5, 1, 14600, 1
5, 1, 16800, 1
5, 1, 1800, 1963
5, 1, 18, 3
5, 1, 2900, 515
5, 1, 29, 1
5, 1, 300, 3348
5, 1, 32200, 1
5, 1, 410, 2614
5, 1, 520, 1962
5, 1, 630, 1696
5, 1, 740, 1269
5, 1, 850, 966
5, 1, 960, 844
5, 10, 5000, 10
5, 10, 6100, 7
5, 10, 7200, 4
5, 10, 8300, 5
5, 10, 83, 1
5, 10, 94, 2
5, 101, 1700, 5
5, 101, 2800, 3
5, 101, 3900, 1
5, 101, 620, 1
5, 1010, 4000, 1
5, 102, 1600, 5
5, 102, 2700, 2
5, 102, 3800, 1
5, 102, 4900, 1
5, 102, 500, 1
5, 102, 610, 1
5, 103, 1500, 5
5, 103, 2600, 1
5, 103, 5900, 1
5, 103, 600, 2
5, 103, 710, 1
5, 104, 1400, 1
5, 104, 2500, 2
5, 105, 3500, 1
5, 105, 4600, 1
5, 105, 5700, 1
5, 1054, 4000, 1
5, 106, 1200, 2
5, 106, 3400, 2
5, 106, 5600, 1
5, 106, 6700, 1
5, 107, 1100, 3
5, 107, 2200, 1
5, 108, 1000, 1
5, 108, 2100, 3
5, 108, 3200, 1
5, 108, 4300, 1
5, 108, 5400, 1
5, 109, 2000, 3
5, 11, 6000, 6
5, 11, 7100, 1
5, 11, 71, 2
5, 11, 82, 2
5, 11, 9300, 1
5, 111, 1800, 3
5, 111, 740, 2
5, 112, 1700, 1
5, 112, 2800, 1
5, 113, 1600, 3
5, 113, 2700, 1
5, 113, 3800, 1
5, 113, 720, 1
5, 114, 1500, 3
5, 114, 3700, 2
5, 114, 4800, 1
5, 114, 5900, 1
5, 115, 1400, 1
5, 115, 2500, 1
5, 115, 3600, 1
5, 115, 4700, 1
5, 115, 920, 1
5, 116, 1300, 1
5, 116, 3500, 1
5, 116, 6800, 1
5, 116, 7900, 1
5, 116, 910, 1
5, 117, 1200, 5
5, 117, 3400, 1
5, 117, 6700, 1
5, 117, 900, 1
5, 1171, 9900, 1
5, 118, 1100, 1
5, 118, 2200, 1
5, 118, 3300, 1
5, 118, 8800, 1
5, 119, 1000, 1
5, 119, 2100, 1
5, 119, 6500, 1
5, 12, 7000, 3
5, 12, 8100, 1
5, 12, 9200, 1
5, 120, 870, 1
5, 121, 10100, 1
5, 121, 1900, 4
5, 121, 640, 1
5, 122, 2900, 2
5, 122, 630, 1
5, 122, 740, 1
5, 123, 2800, 1
5, 123, 3900, 2
5, 124, 1600, 3
5, 124, 2700, 2
5, 124, 4900, 1
5, 124, 610, 1
5, 125, 1500, 3
5, 125, 3700, 1
5, 125, 5900, 1
5, 126, 1400, 1
5, 126, 2500, 1
5, 126, 3600, 3
5, 126, 4700, 1
5, 126, 6900, 1
5, 126, 920, 1
5, 127, 1300, 3
5, 127, 2400, 2
5, 127, 3500, 1
5, 127, 5700, 1
5, 128, 2300, 1
5, 129, 1100, 3
5, 129, 2200, 1
5, 129, 3300, 1
5, 129, 5500, 1
5, 129, 6600, 1
5, 13, 8000, 1
5, 13, 91, 2
5, 132, 1900, 2
5, 133, 12400, 1
5, 133, 1800, 1
5, 133, 2900, 1
5, 134, 730, 1
5, 135, 1600, 2
5, 136, 2600, 2
5, 136, 4800, 2
5, 137, 11700, 1
5, 137, 1400, 3
5, 137, 2500, 1
5, 137, 4700, 1
5, 137, 920, 1
5, 139, 1200, 2
5, 139, 2300, 2
5, 139, 4500, 1
5, 139, 6700, 1
5, 141, 0, 1
5, 144, 1800, 1
5, 144, 520, 1
5, 145, 1700, 1
5, 146, 2700, 3
5, 146, 610, 1
5, 147, 1500, 2
5, 148, 5800, 1
5, 149, 1300, 1
5, 149, 2400, 1
5, 149, 6800, 1
5, 152, 0, 2
5, 152, 17600, 1
5, 153, 430, 1
5, 154, 1900, 2
5, 154, 970, 1
5, 155, 10200, 1
5, 155, 1800, 1
5, 155, 2900, 1
5, 156, 2800, 1
5, 156, 3900, 1
5, 156, 400, 1
5, 156, 730, 1
5, 157, 1600, 1
5, 157, 3800, 1
5, 157, 500, 1
5, 158, 1500, 1
5, 158, 2600, 1
5, 159, 1400, 1
5, 161, 790, 1
5, 162, 780, 1
5, 163, 0, 1
5, 165, 1900, 2
5, 166, 1800, 1
5, 167, 1700, 1
5, 168, 1600, 1
5, 169, 1500, 1
5, 169, 3700, 1
5, 170, 480, 1
5, 173, 29600, 1
5, 176, 1900, 2
5, 176, 530, 1
5, 177, 12400, 1
5, 178, 1700, 1
5, 178, 2800, 1
5, 187, 1900, 1
5, 19, 190, 3
5, 196, 15400, 1
5, 196, 770, 1
5, 198, 1900, 1
5, 199, 1800, 1
5, 2, 10300, 3
5, 2, 1700, 1276
5, 2, 17, 1
5, 2, 2800, 350
5, 2, 3900, 125
5, 2, 400, 1080
5, 2, 4, 1
5, 2, 510, 848
5, 2, 620, 681
5, 2, 730, 572
5, 2, 840, 481
5, 2, 950, 431
5, 20, 4000, 7
5, 20, 5100, 4
5, 20, 6200, 2
5, 200, 1700, 1
5, 201, 1600, 1
5, 201, 2700, 1
5, 201, 3800, 1
5, 202, 1500, 1
5, 202, 4800, 1
5, 2044, 5100, 1
5, 205, 1200, 1
5, 207, 2100, 1
5, 207, 6500, 1
5, 2078, 8300, 1
5, 208, 3100, 1
5, 208, 5300, 2
5, 209, 5200, 1
5, 21, 5000, 2
5, 21, 6100, 5
5, 21, 7200, 1
5, 21, 9400, 3
5, 211, 1700, 1
5, 212, 3800, 1
5, 213, 1500, 1
5, 215, 7900, 1
5, 216, 1200, 1
5, 216, 3400, 1
5, 217, 1100, 1
5, 217, 2200, 1
5, 217, 3300, 1
5, 217, 4400, 1
5, 218, 2100, 1
5, 219, 3100, 1
5, 22, 6000, 6
5, 22, 7100, 3
5, 221, 410, 1
5, 222, 2800, 1
5, 223, 3800, 1
5, 225, 22700, 1
5, 226, 5700, 1
5, 227, 11900, 1
5, 227, 1200, 2
5, 227, 5600, 1
5, 228, 7700, 1
5, 229, 2100, 1
5, 232, 630, 1
5, 233, 1700, 1
5, 233, 2800, 1
5, 234, 1600, 1
5, 235, 1500, 1
5, 235, 3700, 1
5, 236, 2500, 1
5, 240, 770, 1
5, 244, 2800, 1
5, 245, 1600, 1
5, 246, 12700, 1
5, 249, 2300, 1
5, 25, 9000, 1
5, 254, 960, 1
5, 258, 5800, 1
5, 259, 1300, 1
5, 267, 3800, 1
5, 269, 4700, 1
5, 275, 13400, 1
5, 275, 530, 1
5, 276, 2900, 1
5, 278, 4900, 1
5, 285, 870, 1
5, 287, 2900, 1
5, 296, 10000, 1
5, 298, 410, 1
5, 3, 11500, 1
5, 3, 13700, 1
5, 3, 15900, 1
5, 3, 1600, 1034
5, 3, 2700, 307
5, 3, 3800, 106
5, 3, 4900, 47
5, 3, 500, 464
5, 3, 610, 386
5, 3, 720, 330
5, 3, 830, 295
5, 3, 940, 248
5, 30, 3000, 12
5, 30, 4100, 7
5, 30, 5200, 4
5, 30, 6300, 1
5, 30, 8500, 1
5, 30, 9600, 1
5, 304, 5600, 1
5, 305, 3300, 1
5, 3052, 3300, 1
5, 306, 2100, 1
5, 307, 2000, 1
5, 31, 4000, 7
5, 31, 5100, 6
5, 31, 6200, 2
5, 31, 7300, 2
5, 31, 8400, 1
5, 312, 2600, 1
5, 312, 4800, 1
5, 315, 7800, 1
5, 317, 5400, 1
5, 32, 5000, 6
5, 32, 6100, 2
5, 32, 7200, 4
5, 33, 6000, 1
5, 33, 8200, 1
5, 331, 1800, 1
5, 334, 2600, 1
5, 337, 1200, 1
5, 34, 7000, 2
5, 342, 2900, 1
5, 342, 410, 1
5, 342, 630, 1
5, 343, 1700, 1
5, 344, 10400, 1
5, 345, 3700, 1
5, 346, 2500, 1
5, 354, 1700, 1
5, 355, 4900, 1
5, 356, 1500, 1
5, 357, 6900, 1
5, 359, 11900, 1
5, 36, 9000, 1
5, 364, 1800, 1
5, 368, 3600, 1
5, 369, 1300, 1
5, 374, 1900, 1
5, 375, 1800, 1
5, 379, 5800, 1
5, 389, 3700, 1
5, 389, 5900, 1
5, 394, 0, 1
5, 396, 420, 1
5, 398, 2800, 1
5, 4, 10500, 1
5, 4, 1500, 781
5, 4, 2600, 217
