category,x_var,y_var,weight
0,20, 29,619
0,24, 58,19
0,27, 77,280
0,31, 29,41
0,32, 28,583
0,36, 79,295
0,39, 54,103
0,47, 79,958
0,13, 24,231
0,26, 55,34
0,27, 43,761
0,28, 97,17
0,39, 31,76
0,20, 16,6
0,23, 68,11
0,25, 66,65
0,29, 40,111
0,33, 58,8
0,34, 24,27
0,55, 36,67
0,20, 59,300
0,30, 16,5
0,35, 77,12
0,35, 88,12
0,36, 21,163
0,37, 86,5
0,39, 62,257
0,53, 26,466
0,20, 209,230
0,21, 13,12
0,23, 11,961
0,23, 88,38
0,25, 75,66
0,27, 51,79
0,27, 62,196
0,29, 71,6
0,36, 42,41
0,43, 35,191
0,46, 98,53
0,22, 44,25
0,26, 40,62
0,27, 94,33
0,32, 78,13
0,36, 74,130
0,36, 96,50
0,37, 40,36
0,57, 42,48
1,10, 32,89
1,10, 54,103
1,13, 73,169
1,24, 73,9
1,4, 88,38
1,10, 42,48
1,14, 71,456
1,32, 97,17
1,6, 30,63
1,7, 40,62
1,7, 62,196
1,9, 93,8
1,13, 71,6
1,14, 92,16
1,22, 95,9
1,46, 60,506
1,58, 81,264
1,10, 107,11
1,10, 217,106
1,10, 40,139
1,10, 8,1003
1,11, 218,144
1,4, 117,41
1,46, 70,7
1,6, 94,33
1,7, 219,9
1,9, 91,57
1,10, 238,70
1,10, 7,7
1,11, 206,476
1,117, 92,55
1,12, 70,11
1,14, 209,23
1,20, 127,14
1,3, 63,23
1,31, 105,62
1,4, 6,250
1,43, 94,51
1,50, 124,87
1,6, 118,151
1,70, 34,76
1,8, 219,29
1,10, 226,23
1,20, 214,30
1,33, 139,399
1,48, 209,230
1,8, 9,53
1,10, 104,9
1,11, 237,35
1,12, 106,80
1,14, 207,694
1,20, 103,91
1,21, 247,45
1,22, 226,71
1,5, 214,9
1,11, 225,40
1,12, 149,163
1,15, 218,88
1,16, 109,71
1,23, 226,9
1,30, 134,17
1,5, 136,229
1,5, 246,6
1,6, 159,15
1,7, 149,51
1,7, 237,26
1,7, 248,18
1,8, 128,37
1,9, 118,527
1,10, 157,14
1,11, 246,12
1,5, 146,60
1,5, 168,15
1,8, 204,257
1,8, 237,35
1,10, 178,294
1,11, 157,35
1,11, 201,90
1,11, 223,12
1,12, 224,23
1,13, 126,9
1,13, 5,200
1,15, 249,17
1,17, 119,197
1,18, 109,6
1,21, 134,160
1,21, 178,93
1,21, 211,65
1,28, 229,192
1,5, 112,11
1,5, 222,65
1,6, 168,65
1,6, 234,38
1,7, 114,65
1,7, 125,464
1,7, 136,28
1,8, 126,7
1,8, 225,53
1,9, 138,15
1,10, 1,21
1,10, 232,155
1,11, 134,69
1,11, 211,93
1,115, 188,46
1,12, 234,59
1,12, 3,822
1,13, 114,198
1,15, 204,15
1,18, 119,111
1,22, 200,8
1,23, 113,407
1,23, 3,4915
1,25, 148,17
1,32, 122,5
1,5, 100,23
1,5, 122,33
1,6, 178,10
1,8, 136,161
1,8, 213,136
1,9, 148,1393
1,96, 164,17
1,10, 110,33
1,11, 177,73
1,13, 113,16
1,13, 234,94
1,14, 202,125
1,15, 203,24
1,15, 214,11
1,15, 5,579
1,17, 117,590
1,20, 120,37
1,23, 189,639
1,23, 2,16
1,26, 225,13
1,6, 133,12
1,6, 1,3798
1,7, 145,265
1,8, 102,44
1,8, 168,11
1,8, 212,5
1,8, 3,186
1,9, 202,113
1,10, 164,94
1,13, 167,39
1,14, 146,428
1,14, 157,27
1,14, 234,89
1,18, 117,144
1,22, 231,13
1,24, 189,16
1,58, 113,163
1,6, 231,9
1,9, 201,18
1,10, 240,35
1,11, 120,83
1,12, 110,33
1,13, 144,31
1,15, 102,35
1,16, 103,208
1,22, 175,799
1,24, 122,18
1,24, 166,44
1,3, 150,11
1,37, 212,10
1,5, 174,105
1,6, 142,5
1,7, 143,18
1,9, 101,8
1,9, 233,46
1,10, 162,316
1,11, 152,53
1,11, 185,134
1,13, 121,15
1,13, 231,246
1,17, 169,207
1,19, 226,23
1,24, 143,80
1,34, 131,5
1,9, 100,133
1,10, 194,24
1,15, 210,30
1,17, 201,12
1,18, 136,31
1,24, 131,129
1,38, 211,27
1,9, 132,27
1,9, 187,29
1,9, 242,94
1,11, 194,13
1,12, 195,79
1,13, 196,949
1,14, 131,8
1,15, 198,101
1,19, 136,40
1,25, 131,21
1,39, 123,72
1,4, 170,72
1,42, 181,36
1,5, 182,926
1,7, 162,50
1,11, 182,56
1,12, 161,65
1,13, 162,12
1,14, 196,34
1,17, 100,137
1,18, 156,282
1,37, 197,25
1,9, 130,78
1,14, 195,46
1,15, 196,20
1,15, 240,109
1,17, 121,6
1,17, 28,583
1,18, 177,34
1,19, 233,5
1,19, 2,769
1,39, 187,8
1,5, 180,254
1,13, 160,60
1,16, 163,15
1,16, 196,382
1,29, 110,26
1,37, 29,690
1,49, 28,440
1,12, 191,38
1,18, 164,36
1,19, 176,7
1,19, 231,216
1,9, 18,942
1,13, 180,109
1,13, 191,81
1,15, 160,704
1,15, 171,25
1,15, 193,21
1,16, 161,102
1,16, 183,116
1,17, 250,31
1,19, 142,34
1,19, 23,20
1,12, 18,454
1,13, 17,338
1,13, 39,40
1,16, 160,16
1,16, 69,119
1,18, 162,128
1,26, 48,255
1,9, 16,6
1,10, 19,8
1,18, 150,59
1,6, 29,41
1,8, 16,5
1,8, 49,487
1,9, 15,276
1,14, 36,39
1,15, 68,11
1,16, 180,6
1,17, 22,56
1,18, 21,163
1,19, 75,87
1,8, 26,34
1,8, 59,245
1,16, 11,961
1,16, 77,14
1,18, 86,9
1,19, 74,130
1,19, 96,50
1,20, 29,619
1,23, 26,466
1,24, 58,179
1,8, 58,27
1,9, 24,27
1,9, 35,10
1,15, 66,65
1,18, 52,137
1,19, 40,36
1,28, 75,66
1,7, 69,29
1,8, 24,231
1,9, 34,553
1,9, 78,29
1,11, 58,63
1,14, 44,22
1,14, 77,12
1,15, 43,761
1,25, 77,280
1,55, 14,703
1,9, 44,132
1,10, 36,67
1,11, 79,958
1,13, 66,245
1,20, 59,62
1,22, 35,191
1,29, 50,7
1,6, 13,311
1,6, 57,18
1,8, 99,9
1,10, 68,420
1,11, 67,137
1,12, 55,34
1,12, 99,48
1,16, 51,79
1,17, 83,10
1,22, 89,88
1,6, 45,61
1,7, 88,12
1,8, 98,53
1,12, 10,48
1,13, 42,41
1,4, 13,12
1,4, 79,295
1,51, 59,300
1,8, 86,5
1,12, 31,76
1,20, 12,68
1,20, 78,13
1,32, 44,25
1,9, 62,257
1,9, 73,7
2,0, 3.0,12
2,1, 4.0,3
2,2, 5.0,97
2,60, 5.0,1456
2,70, 4.0,134
2,71, 5.0,608
2,80, 3.0,14
2,81, 4.0,10
2,82, 5.0,311
2,90, 2.0,4
2,91, 3.0,13
2,92, 4.0,22
2,93, 5.0,25
2,0, 2.0,9
2,1, 3.0,4
2,2, 4.0,16
2,3, 5.0,87
2,50, 5.0,2226
2,60, 4.0,381
2,61, 5.0,2008
2,70, 3.0,57
2,71, 4.0,128
2,72, 5.0,767
2,80, 2.0,3
2,81, 3.0,3
2,82, 4.0,113
2,83, 5.0,234
2,90, 1.0,3
2,91, 2.0,8
2,92, 3.0,3
2,93, 4.0,13
2,94, 5.0,37
2,0, 1.0,6
2,2, 3.0,11
2,3, 4.0,31
2,4, 5.0,268
2,40, 5.0,13355
2,50, 4.0,498
2,51, 5.0,5083
2,60, 3.0,136
2,61, 4.0,638
2,62, 5.0,1783
2,70, 2.0,19
2,71, 3.0,57
2,72, 4.0,172
2,73, 5.0,839
2,80, 1.0,8
2,81, 2.0,2
2,82, 3.0,34
2,83, 4.0,49
2,84, 5.0,72
2,91, 1.0,13
2,92, 2.0,5
2,93, 3.0,4
2,94, 4.0,7
2,95, 5.0,124
2,2, 2.0,7
2,3, 3.0,14
2,30, 5.0,24509
2,4, 4.0,88
2,40, 4.0,3596
2,41, 5.0,13815
2,5, 5.0,93
2,50, 3.0,178
2,51, 4.0,1374
2,52, 5.0,4454
2,60, 2.0,70
2,61, 3.0,211
2,62, 4.0,422
2,63, 5.0,2072
2,70, 1.0,38
2,71, 2.0,24
2,72, 3.0,64
2,73, 4.0,172
2,74, 5.0,436
2,81, 1.0,10
2,82, 2.0,22
2,83, 3.0,25
2,84, 4.0,22
2,85, 5.0,48
2,92, 1.0,1
2,93, 2.0,2
2,94, 3.0,4
2,95, 4.0,25
2,96, 5.0,49
2,2, 1.0,7
2,20, 5.0,35032
2,3, 2.0,6
2,30, 4.0,7753
2,31, 5.0,28853
2,4, 3.0,44
2,40, 3.0,1410
2,41, 4.0,3988
2,42, 5.0,10459
2,5, 4.0,45
2,50, 2.0,82
2,51, 3.0,497
2,52, 4.0,989
2,53, 5.0,3928
2,6, 5.0,201
2,60, 1.0,90
2,61, 2.0,120
2,62, 3.0,110
2,63, 4.0,502
2,64, 5.0,1343
2,71, 1.0,39
2,72, 2.0,47
2,73, 3.0,82
2,74, 4.0,108
2,75, 5.0,274
2,82, 1.0,38
2,83, 2.0,14
2,84, 3.0,14
2,85, 4.0,19
2,86, 5.0,73
2,93, 1.0,7
2,94, 2.0,4
2,95, 3.0,16
2,96, 4.0,15
2,97, 5.0,225
2,10, 5.0,1381
2,20, 4.0,12302
2,21, 5.0,37925
2,3, 1.0,14
2,30, 3.0,3070
2,31, 4.0,9096
2,32, 5.0,19602
2,4, 2.0,17
2,40, 2.0,797
2,41, 3.0,1517
2,42, 4.0,3223
2,43, 5.0,10206
2,5, 3.0,20
2,50, 1.0,156
2,51, 2.0,281
2,52, 3.0,367
2,53, 4.0,1251
2,54, 5.0,4304
2,6, 4.0,82
2,61, 1.0,163
2,62, 2.0,93
2,63, 3.0,163
2,64, 4.0,244
2,65, 5.0,610
2,7, 5.0,347
2,72, 1.0,80
2,73, 2.0,38
2,74, 3.0,42
2,75, 4.0,73
2,76, 5.0,466
2,83, 1.0,14
2,84, 2.0,10
2,85, 3.0,6
2,86, 4.0,20
2,87, 5.0,166
2,94, 1.0,2
2,95, 2.0,7
2,96, 3.0,5
2,97, 4.0,49
2,98, 5.0,34
2,10, 4.0,625
2,11, 5.0,4969
2,20, 3.0,5122
2,21, 4.0,14783
2,22, 5.0,37528
2,30, 2.0,1782
2,31, 3.0,3649
2,32, 4.0,7065
2,33, 5.0,24299
2,4, 1.0,23
2,40, 1.0,1305
2,41, 2.0,1002
2,42, 3.0,1289
2,43, 4.0,3022
2,44, 5.0,10673
2,5, 2.0,14
2,51, 1.0,417
2,52, 2.0,181
2,53, 3.0,444
2,54, 4.0,1208
2,55, 5.0,3012
2,6, 3.0,49
2,62, 1.0,129
2,63, 2.0,101
2,64, 3.0,98
2,65, 4.0,155
2,66, 5.0,1663
2,7, 4.0,165
2,73, 1.0,64
2,74, 2.0,20
2,75, 3.0,27
2,76, 4.0,115
2,77, 5.0,87
2,8, 5.0,482
2,84, 1.0,16
2,85, 2.0,5
2,86, 3.0,2
2,87, 4.0,51
2,88, 5.0,161
2,95, 1.0,16
2,96, 2.0,6
2,97, 3.0,30
2,98, 4.0,7
2,99, 5.0,1933
2,10, 3.0,317
2,11, 4.0,2152
2,12, 5.0,9172
2,20, 2.0,2928
2,21, 3.0,6313
2,22, 4.0,14530
2,23, 5.0,42570
2,30, 1.0,2621
2,31, 2.0,2061
2,32, 3.0,2870
2,33, 4.0,7227
2,34, 5.0,24489
2,41, 1.0,1603
2,42, 2.0,781
2,43, 3.0,1182
2,44, 4.0,2848
2,45, 5.0,7925
2,5, 1.0,17
2,52, 1.0,354
2,53, 2.0,276
2,54, 3.0,409
2,55, 4.0,936
2,56, 5.0,3364
2,6, 2.0,28
2,63, 1.0,145
2,64, 2.0,60
2,65, 3.0,58
2,66, 4.0,449
2,67, 5.0,913
2,7, 3.0,76
2,74, 1.0,34
2,75, 2.0,9
2,76, 3.0,23
2,77, 4.0,26
2,78, 5.0,116
2,8, 4.0,192
2,85, 1.0,9
2,86, 2.0,3
2,87, 3.0,13
2,88, 4.0,60
2,89, 5.0,164
2,9, 5.0,1163
2,96, 1.0,16
2,97, 2.0,14
2,98, 3.0,1
2,99, 4.0,506
2,10, 2.0,198
2,11, 3.0,861
2,12, 4.0,3777
2,13, 5.0,18477
2,20, 1.0,3577
2,21, 2.0,3701
2,22, 3.0,6315
2,23, 4.0,15130
2,24, 5.0,50829
2,31, 1.0,2956
2,32, 2.0,1709
2,33, 3.0,2990
2,34, 4.0,7596
2,35, 5.0,19650
2,42, 1.0,1358
2,43, 2.0,732
2,44, 3.0,1052
2,45, 4.0,2133
2,46, 5.0,7793
2,53, 1.0,425
2,54, 2.0,260
2,55, 3.0,341
2,56, 4.0,737
2,57, 5.0,2001
2,6, 1.0,36
2,64, 1.0,102
2,65, 2.0,37
2,66, 3.0,209
2,67, 4.0,274
2,68, 5.0,854
2,7, 2.0,33
2,75, 1.0,25
2,76, 2.0,13
2,77, 3.0,7
2,78, 4.0,28
2,79, 5.0,265
2,8, 3.0,67
2,86, 1.0,9
2,87, 2.0,13
2,88, 3.0,24
2,89, 4.0,51
2,9, 4.0,341
2,97, 1.0,18
2,98, 2.0,3
2,99, 3.0,268
2,10, 1.0,225
2,11, 2.0,490
2,12, 3.0,1605
2,13, 4.0,7134
2,14, 5.0,24831
2,21, 1.0,4353
2,22, 2.0,3515
2,23, 3.0,6110
2,24, 4.0,17815
2,25, 5.0,25813
2,32, 1.0,2300
2,33, 2.0,1814
2,34, 3.0,3118
2,35, 4.0,6577
2,36, 5.0,15351
2,43, 1.0,1306
2,44, 2.0,622
2,45, 3.0,779
2,46, 4.0,1835
2,47, 5.0,11026
2,54, 1.0,406
2,55, 2.0,210
2,56, 3.0,273
2,57, 4.0,659
2,58, 5.0,2266
2,65, 1.0,42
2,66, 2.0,114
2,67, 3.0,110
2,68, 4.0,192
2,69, 5.0,514
2,7, 1.0,34
2,76, 1.0,27
2,77, 2.0,3
2,78, 3.0,9
2,79, 4.0,88
2,8, 2.0,37
2,87, 1.0,12
2,88, 2.0,10
2,89, 3.0,15
2,9, 3.0,161
2,99, 2.0,134
2,11, 1.0,583
2,12, 2.0,1002
2,13, 3.0,3071
2,14, 4.0,10195
2,15, 5.0,29733
2,22, 1.0,4365
2,23, 2.0,3485
2,24, 3.0,7209
2,25, 4.0,9399
2,26, 5.0,31220
2,33, 1.0,2853
2,34, 2.0,1941
2,35, 3.0,2510
2,36, 4.0,4719
2,37, 5.0,20439
2,44, 1.0,1043
2,45, 2.0,467
2,46, 3.0,703
2,47, 4.0,2873
2,48, 5.0,6325
2,55, 1.0,373
2,56, 2.0,186
2,57, 3.0,250
2,58, 4.0,564
2,59, 5.0,2240
2,66, 1.0,171
2,67, 2.0,76
2,68, 3.0,69
2,69, 4.0,160
2,77, 1.0,7
2,78, 2.0,12
2,79, 3.0,45
2,8, 1.0,50
2,88, 1.0,30
2,89, 2.0,13
2,9, 2.0,101
2,99, 1.0,225
2,12, 1.0,996
2,13, 2.0,1816
2,14, 3.0,4436
2,15, 4.0,11380
2,16, 5.0,33801
2,23, 1.0,4409
2,24, 2.0,4107
2,25, 3.0,3835
2,26, 4.0,10965
2,27, 5.0,33278
2,34, 1.0,2791
2,35, 2.0,1530
2,36, 3.0,1932
2,37, 4.0,5770
2,38, 5.0,15503
2,45, 1.0,795
2,46, 2.0,392
2,47, 3.0,958
2,48, 4.0,1816
2,49, 5.0,8345
2,56, 1.0,316
2,57, 2.0,129
2,58, 3.0,185
2,59, 4.0,666
2,67, 1.0,99
2,68, 2.0,37
2,69, 3.0,50
2,78, 1.0,13
2,79, 2.0,22
2,89, 1.0,18
2,9, 1.0,129
2,13, 1.0,1898
2,14, 2.0,2511
2,15, 3.0,5029
2,16, 4.0,13334
2,17, 5.0,40118
2,24, 1.0,5295
2,25, 2.0,2288
2,26, 3.0,4432
2,27, 4.0,11179
2,28, 5.0,27620
2,35, 1.0,2228
2,36, 2.0,1262
2,37, 3.0,2158
2,38, 4.0,4723
2,39, 5.0,19979
2,46, 1.0,635
2,47, 2.0,607
2,48, 3.0,673
2,49, 4.0,2351
2,57, 1.0,247
2,58, 2.0,131
2,59, 3.0,275
2,68, 1.0,86
2,69, 2.0,27
2,79, 1.0,31
2,14, 1.0,2770
2,15, 2.0,2588
2,16, 3.0,5853
2,17, 4.0,15408
2,18, 5.0,45400
2,25, 1.0,2910
2,26, 2.0,2659
2,27, 3.0,4586
2,28, 4.0,10609
2,29, 5.0,35245
2,36, 1.0,1908
2,37, 2.0,1295
2,38, 3.0,1843
2,39, 4.0,5579
2,47, 1.0,993
2,48, 2.0,414
2,49, 3.0,876
2,58, 1.0,251
2,59, 2.0,166
2,69, 1.0,39
2,15, 1.0,3435
2,16, 2.0,3171
2,17, 3.0,6396
2,18, 4.0,16177
2,19, 5.0,47661
2,26, 1.0,3421
2,27, 2.0,2742
2,28, 3.0,4238
2,29, 4.0,12297
2,37, 1.0,2106
2,38, 2.0,1070
2,39, 3.0,2019
2,48, 1.0,633
2,49, 2.0,495
2,59, 1.0,272
2,16, 1.0,3641
2,17, 2.0,3497
2,18, 3.0,6775
2,19, 4.0,18509
2,27, 1.0,3620
2,28, 2.0,2601
2,29, 3.0,4755
2,38, 1.0,1673
2,39, 2.0,1212
2,49, 1.0,821
2,17, 1.0,3935
2,18, 2.0,3921
2,19, 3.0,8286
2,28, 1.0,3649
2,29, 2.0,2804
2,39, 1.0,1922
2,18, 1.0,4478
2,19, 2.0,4810
2,29, 1.0,3726
2,19, 1.0,5629
2,90, 5.0,54
2,0, 5.0,61
2,80, 5.0,74
2,90, 4.0,10
2,91, 5.0,35
2,0, 4.0,34
2,1, 5.0,6
2,70, 5.0,513
2,80, 4.0,28
2,81, 5.0,62
2,90, 3.0,6
2,91, 4.0,25
2,92, 5.0,74
3,1, 3.0,8
3,100, 3.0,1
3,102, 5.0,31
3,110, 2.0,4
3,111, 3.0,6
3,122, 3.0,4
3,135, 5.0,6
3,157, 5.0,16
3,178, 4.0,1
3,2, 4.0,172
3,3, 5.0,5080
3,70, 5.0,215
3,80, 4.0,11
3,81, 5.0,45
3,90, 3.0,4
3,91, 4.0,7
3,92, 5.0,63
3,1, 2.0,5
3,102, 4.0,13
3,103, 5.0,3
3,110, 1.0,3
3,125, 5.0,4
3,144, 2.0,2
3,157, 4.0,6
3,187, 1.0,1
3,2, 3.0,74
3,3, 4.0,1952
3,4, 5.0,16426
3,60, 5.0,198
3,70, 4.0,93
3,71, 5.0,138
3,80, 3.0,7
3,81, 4.0,15
3,82, 5.0,45
3,90, 2.0,5
3,91, 3.0,4
3,92, 4.0,10
3,93, 5.0,43
3,1, 1.0,7
3,100, 1.0,3
3,102, 3.0,3
3,103, 4.0,1
3,111, 1.0,8
3,115, 5.0,39
3,122, 1.0,3
3,125, 4.0,2
3,137, 5.0,14
3,157, 3.0,4
3,178, 2.0,1
3,2, 2.0,59
3,3, 3.0,905
3,4, 4.0,6502
3,5, 5.0,33151
3,50, 5.0,408
3,60, 4.0,75
3,61, 5.0,1053
3,70, 3.0,45
3,71, 4.0,55
3,72, 5.0,183
3,80, 2.0,3
3,81, 3.0,7
3,82, 4.0,4
3,83, 5.0,50
3,90, 1.0,2
3,92, 3.0,6
3,93, 4.0,12
3,94, 5.0,103
3,102, 2.0,2
3,103, 3.0,1
3,105, 5.0,8
3,115, 4.0,7
3,116, 5.0,17
3,137, 4.0,4
3,157, 2.0,1
3,178, 1.0,1
3,2, 1.0,149
3,226, 5.0,7
3,3, 2.0,556
3,4, 3.0,2807
3,40, 5.0,1364
3,5, 4.0,12168
3,50, 4.0,127
3,51, 5.0,1722
3,6, 5.0,41658
3,60, 3.0,32
3,61, 4.0,258
3,62, 5.0,220
3,70, 2.0,30
3,71, 3.0,21
3,72, 4.0,39
3,73, 5.0,246
3,80, 1.0,6
3,81, 2.0,1
3,82, 3.0,2
3,83, 4.0,21
3,84, 5.0,179
3,91, 1.0,6
3,92, 2.0,5
3,93, 3.0,3
3,94, 4.0,25
3,95, 5.0,33
3,102, 1.0,3
3,105, 4.0,1
3,106, 5.0,5
3,116, 4.0,4
3,117, 5.0,73
3,125, 2.0,1
3,128, 5.0,13
3,139, 5.0,5
3,226, 4.0,2
3,3, 1.0,614
3,30, 5.0,5560
3,4, 2.0,1602
3,40, 4.0,397
3,41, 5.0,1209
3,5, 3.0,5257
3,50, 3.0,32
3,51, 4.0,517
3,52, 5.0,554
3,6, 4.0,16407
3,60, 2.0,16
3,61, 3.0,57
3,62, 4.0,72
3,63, 5.0,204
3,7, 5.0,55895
3,70, 1.0,31
3,71, 2.0,15
3,72, 3.0,5
3,73, 4.0,60
3,74, 5.0,217
3,81, 1.0,4
3,82, 2.0,1
3,84, 4.0,34
3,85, 5.0,27
3,92, 1.0,9
3,93, 2.0,1
3,94, 3.0,9
3,95, 4.0,8
3,96, 5.0,15
3,103, 1.0,1
3,105, 3.0,1
3,106, 4.0,4
3,107, 5.0,37
3,115, 2.0,4
3,117, 4.0,14
3,118, 5.0,40
3,125, 1.0,1
3,128, 4.0,2
3,20, 5.0,22386
3,30, 4.0,1747
3,31, 5.0,4881
3,4, 1.0,1837
3,40, 3.0,216
3,41, 4.0,407
3,42, 5.0,1604
3,5, 2.0,3185
3,50, 2.0,17
3,51, 3.0,189
3,52, 4.0,140
3,53, 5.0,349
3,6, 3.0,7286
3,60, 1.0,21
3,61, 2.0,24
3,62, 3.0,24
3,63, 4.0,72
3,64, 5.0,119
3,7, 4.0,20759
3,71, 1.0,16
3,72, 2.0,6
3,73, 3.0,18
3,74, 4.0,46
3,75, 5.0,41
3,8, 5.0,65447
3,82, 1.0,5
3,83, 2.0,3
3,84, 3.0,13
3,85, 4.0,2
3,86, 5.0,79
3,96, 4.0,10
3,97, 5.0,3
3,10, 5.0,73298
3,105, 2.0,1
3,106, 3.0,1
3,107, 4.0,12
3,108, 5.0,28
3,115, 1.0,1
3,117, 3.0,7
3,118, 4.0,4
3,119, 5.0,8
3,128, 3.0,1
3,137, 1.0,1
3,20, 4.0,7381
3,21, 5.0,21809
3,30, 3.0,802
3,31, 4.0,1588
3,32, 5.0,2876
3,40, 2.0,119
3,41, 3.0,188
3,42, 4.0,512
3,43, 5.0,1202
3,5, 1.0,3868
3,50, 1.0,33
3,51, 2.0,76
3,52, 3.0,38
3,53, 4.0,99
3,54, 5.0,438
3,6, 2.0,4379
3,61, 1.0,28
3,62, 2.0,7
3,63, 3.0,20
3,64, 4.0,69
3,65, 5.0,98
3,7, 3.0,8645
3,72, 1.0,7
3,73, 2.0,17
3,74, 3.0,6
3,75, 4.0,8
3,76, 5.0,39
3,8, 4.0,23855
3,83, 1.0,5
3,84, 2.0,16
3,85, 3.0,1
3,86, 4.0,10
3,87, 5.0,29
3,9, 5.0,78342
3,94, 1.0,4
3,95, 2.0,1
3,97, 4.0,1
